Term,Parent_Term,Relationship_Type,Category,Is_Intermediate,FALLBACK,NLD,Category_IRI,Parent_IRI
packstone,Grain-Supported Sedimentary Carbonate Rock,rdfs:subClassOf,Sedimentary Rock,False,False,"Packstone is a grain-supported sedimentary carbonate rock that contains a matrix of carbonate mud (micrite) in the interstitial spaces between grains. In Pre-Salt successions, the grains are typically mollusk shells and fragments, but can also include spherulites, ostracods, and ooids. These rocks often form important reservoirs, especially where diagenetic processes like shell leaching have created significant moldic porosity.",https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
wackestone,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,False,"Wackestone is a mud-supported carbonate rock that is characterized by containing more than 10% grains floating within a fine-grained carbonate mud matrix. In Pre-Salt lacustrine settings, these rocks indicate low-energy depositional environments and are composed of grains such as mollusk fragments, ostracods, or spherulites within a matrix of lime mud, dolomite, or argillaceous minerals.",https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
laminite,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,False,"Laminite is a finely laminated sedimentary carbonate rock that is typically of microbial origin and deposited in a shallow-water lacustrine setting. In the Brazilian Pre-Salt, this facies is considered an indicator of shallow, hyper-alkaline lake environments and often forms the basal component of shallowing-upwards cycles, representing a flooding stage. These microbial laminites are frequently associated with stromatolites and can be sharply overlain by grainstones or shrub facies within depositional sequences.",https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
rudstone,Grain-Supported Sedimentary Carbonate Rock,rdfs:subClassOf,Sedimentary Rock,False,False,"Rudstone is a grain-supported sedimentary carbonate rock that is characterized by grains larger than 2 mm in diameter, which in the Pre-Salt context are predominantly composed of whole or fragmented bivalve shells. This facies, often described as a coquina, typically displays massive or cross-bedded depositional features and can develop significant moldic and vuggy porosity, making it an important reservoir lithotype.",https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
marine carbonate,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,False,"Marine carbonate is a carbonate rock that is precipitated from seawater through biological or chemical processes within a marine depositional environment. The depositional architecture and facies distribution of marine carbonate systems are primarily controlled by the interplay between sea-level fluctuations and the rate of carbonate factory production. These systems are distinct from lacustrine carbonates, such as those found in the Brazilian Pre-Salt, which are governed by different hydrochemical and climatic controls.",https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
marl,Fine-Grained Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,False,"Marl is a fine-grained sedimentary rock that is composed of a variable mixture of carbonate minerals and clay. Within Pre-Salt lacustrine settings, these rocks are characteristically rich in magnesium-bearing minerals such as stevensite and dolomite, reflecting deposition in highly alkaline lake waters. They are typically deposited in shallower, more oxidized water conditions compared to associated organic-rich muds.",https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
sandstone,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,False,"Sandstone is a clastic sedimentary rock that is composed predominantly of sand-sized siliciclastic grains. In the context of the Pre-Salt, sandstones are typically deposited in fluvial, alluvial fan, and fan delta systems at the margins of lacustrine basins. These deposits often exhibit current laminations and can be interbedded with conglomerates or contain mollusk shells, reflecting episodic sediment input into the lake.",https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
Fine-Grained Sedimentary Rock,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,True,False,,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
Grain-Supported Sedimentary Carbonate Rock,carbonate rock,rdfs:subClassOf,Sedimentary Rock,True,False,,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
onlap,Sedimentary Structure,rdfs:subClassOf,Sedimentary Structure,False,False,"Onlap is a basal stratal termination that occurs where younger, initially horizontal strata terminate progressively updip against an older, more steeply inclined surface. Visible on seismic profiles, this geometric pattern indicates deposition during a relative rise in base level and is fundamental for identifying sequence boundaries and interpreting basin-fill history, particularly in rift settings like the Pre-Salt.",https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000025,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000025
microbial macrostructure,Sedimentary Structure,rdfs:subClassOf,Sedimentary Structure,False,False,"A microbial macrostructure is an organosedimentary structure that is formed by the trapping, binding, and precipitation of minerals by microbial communities, resulting in features visible at a macroscopic or larger scale. In Pre-Salt successions, these include features such as stromatolites, oncoids, and planar laminites, as well as larger, seismically mappable buildups like mounds and reef-like forms. Although often rare in specific formations like the Barra Velha, these structures can be composed of carbonate or silica and represent significant localized buildups.",https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000025,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000025
wave base,fiat surface,rdfs:subClassOf,fiat surface,False,False,"Wave base is a conceptual water depth that marks the lower limit of sediment agitation and transport by surface wave action. In the lacustrine settings of the Pre-Salt, the zone below wave base is a lower-energy environment characterized by the accumulation of fine-grained carbonates and chemical precipitates, while the zone at or above wave base is a higher-energy environment where reworking of deposits and the formation of grainstones occur. The depth of the wave base is dynamic and can change with factors such as lake level and fetch.",http://purl.obolibrary.org/obo/BFO_0000146,http://purl.obolibrary.org/obo/BFO_0000146
depositional model,generically dependent continuant,rdfs:subClassOf,generically dependent continuant,False,False,"A depositional model is a conceptual framework that integrates geological, geophysical, and geochemical data to explain and predict the processes, environments, and resulting three-dimensional geometry of sedimentary deposits. In the context of the Brazilian Pre-Salt, competing models, such as the microbialite platform versus the shallow evaporitic lake model, are used to interpret the origin and distribution of lacustrine carbonate reservoirs. This framework is crucial for predicting reservoir presence, quality, and continuity, thereby guiding petroleum exploration and development strategies.",http://purl.obolibrary.org/obo/BFO_0000031,http://purl.obolibrary.org/obo/BFO_0000031
geological record,generically dependent continuant,rdfs:subClassOf,generically dependent continuant,False,False,"The geological record is the chronicle of Earth's history that is preserved within the sequence of rock strata, their internal structures, and the fossils they contain. This record provides the primary evidence for understanding past geological processes and environments, serving as a basis for comparison with unique depositional systems like the Brazilian Pre-Salt. It can refer to the entire history of the Earth as documented in rocks globally, or to a specific stratigraphic interval within a well or basin.",http://purl.obolibrary.org/obo/BFO_0000031,http://purl.obolibrary.org/obo/BFO_0000031
ostracod,Fossil,rdfs:subClassOf,object,False,False,"An ostracod is a microscopic aquatic crustacean that is enclosed in a bivalved carapace and serves as a primary tool for biostratigraphic zonation in the non-marine Lower Cretaceous successions of the Brazilian Pre-Salt. Due to their tolerance for stressed environments, such as deep or saline lacustrine settings, their presence and abundance are key indicators of paleoenvironmental conditions. The accumulation of their small shells can form significant bioclastic deposits, including ostracod grainstones, packstones, and wackestones.",http://purl.obolibrary.org/obo/BFO_0000030,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000018
Geological Object,object aggregate,rdfs:subClassOf,object aggregate,True,False,,http://purl.obolibrary.org/obo/BFO_0000027,http://purl.obolibrary.org/obo/BFO_0000027
petroleum system,Geological Object,rdfs:subClassOf,object aggregate,False,False,"A petroleum system is a unified natural system that encompasses all the essential geological elements and processes required for the generation, migration, and accumulation of hydrocarbons. These elements include a mature source rock, a migration pathway, a reservoir rock, and a trap with an effective seal, such as the thick salt layer in the Santos Basin Pre-Salt which also influences source rock maturation.",http://purl.obolibrary.org/obo/BFO_0000027,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000001
permeability,Property,rdfs:subClassOf,quality,False,False,"Permeability is a petrophysical property of a porous medium that quantifies its ability to transmit fluids. In petroleum geology, it is a critical measure of reservoir quality, controlled by the size, shape, and interconnectedness of the pore network, including features like fractures and vugs. Significant variations in permeability, often caused by faults, shales, or lateral facies changes, can create barriers that lead to reservoir compartmentalization.",http://purl.obolibrary.org/obo/BFO_0000019,
porosity,Property,rdfs:subClassOf,quality,False,False,"Porosity is a fundamental physical property of a rock that quantifies the volume of void spaces, or pores, relative to the total rock volume. In Pre-Salt carbonate reservoirs, it manifests as various pore types including intergranular, inter-shrub, moldic, vuggy, and fracture porosity, which can be either primary or formed by diagenetic processes like dissolution. This property, typically expressed as a percentage, is a critical control on hydrocarbon storage capacity and overall reservoir quality.",http://purl.obolibrary.org/obo/BFO_0000019,
reservoir quality,quality,rdfs:subClassOf,quality,False,False,"Reservoir quality is a measure of a rock's capacity to store and transmit fluids, which is primarily controlled by its depositional facies and subsequent diagenetic alterations. In the Brazilian Pre-Salt, high reservoir quality is associated with specific carbonate facies like in-situ shrubs and reworked grainstones, where porosity is enhanced by the dissolution of precursor clays, and its lateral variation critically impacts trap effectiveness and compartmentalization.",http://purl.obolibrary.org/obo/BFO_0000019,http://purl.obolibrary.org/obo/BFO_0000019
alkalinity,Property,rdfs:subClassOf,quality,False,False,"Alkalinity is a chemical property of a natural water body that measures its capacity to neutralize acid, primarily determined by the concentration of dissolved bicarbonate and carbonate ions. In the context of Brazilian Pre-Salt lacustrine systems, periods of hyper-alkalinity (pH > 10) are critical for the widespread precipitation of chemogenic carbonates and Mg-silicate clays like stevensite. This elevated alkalinity is primarily attributed to high inputs of CO2 from magmatic/hydrothermal activity and accelerated weathering of associated volcanic rocks.",http://purl.obolibrary.org/obo/BFO_0000019,
siliciclastic,quality,rdfs:subClassOf,quality,False,False,"Siliciclastic is an adjective describing a class of sedimentary rocks and sediments that are composed predominantly of silicate minerals and rock fragments derived from the weathering and erosion of pre-existing rocks. This class includes common rock types such as sandstones, siltstones, and conglomerates, which are composed of clasts like quartz and fragments of rocks such as quartzite, gneiss, and schist. In the South Atlantic pre-salt basins, these deposits are found in syn-rift and sag sequences, often sourced from the erosion of basement highs and interbedded with carbonate facies.",http://purl.obolibrary.org/obo/BFO_0000019,http://purl.obolibrary.org/obo/BFO_0000019
moldic porosity,porosity,rdfs:subClassOf,quality,False,False,"Moldic porosity is a type of secondary porosity that is formed by the selective dissolution of a pre-existing constituent of a rock, such as a shell or crystal, where the resulting pore space preserves the shape of the original component. In Brazilian Pre-Salt carbonate reservoirs, it is a significant porosity type commonly created by the dissolution of mollusk shells within coquinas and packstones, often by meteoric or hydrothermal fluids.",http://purl.obolibrary.org/obo/BFO_0000019,
Property,quality,rdfs:subClassOf,quality,True,False,,http://purl.obolibrary.org/obo/BFO_0000019,http://purl.obolibrary.org/obo/BFO_0000019
depocenter,site,rdfs:subClassOf,site,False,False,"Depocenter is an area within a sedimentary basin that is characterized by the maximum thickness of accumulated sediment. In rift basins such as the Brazilian Pre-Salt, depocenters are typically structurally controlled by active fault systems, and their locations can migrate through geologic time in response to evolving tectonic subsidence.",http://purl.obolibrary.org/obo/BFO_0000029,http://purl.obolibrary.org/obo/BFO_0000029
south atlantic ocean,Ocean Basin,rdf:type,site,False,False,"The South Atlantic Ocean is an ocean basin that formed during the Early Cretaceous separation of the South American and African continents as part of the breakup of Gondwana. Its formation created the conjugate passive margins of Brazil and West Africa, with the initial restricted marine conditions during the Aptian leading to the widespread deposition of evaporites that form the regional seal for the Pre-Salt petroleum systems.",http://purl.obolibrary.org/obo/BFO_0000029,
alkaline lacustrine environment,Sedimentary Environment,rdfs:subClassOf,site,False,False,"An alkaline lacustrine environment is a lacustrine depositional environment that is characterized by lake waters with high alkalinity, typically with a pH greater than 9. Often associated with high salinity and evaporative conditions, this setting is conducive to the precipitation of distinctive minerals like stevensite and extensive non-skeletal carbonates, while being inhospitable to fauna such as mollusks.",http://purl.obolibrary.org/obo/BFO_0000029,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000021
lake tanganyika,Lake,rdf:type,site,False,False,"Lake Tanganyika is a modern rift lake in eastern Africa that serves as a key geological analogue for the Aptian pre-salt lacustrine systems of the South Atlantic. As one of the world's largest and deepest rift lakes, its dimensions, latitudinal position, and hydrochemistry are used for comparative studies and quantitative modeling of the ancient carbonate-producing lakes of the Santos and Campos basins.",http://purl.obolibrary.org/obo/BFO_0000029,
deep water,Sedimentary Environment,rdfs:subClassOf,site,False,False,"Deep water is a depositional environment within a lacustrine or marine basin that is characterized by sufficient depth and stratification to establish anoxic bottom conditions, typically occurring below the storm wave base. In the context of Brazilian Pre-Salt rift basins, this environment is associated with the deposition of organic-rich mudstones, which serve as the primary source rocks for the petroleum system. Structurally, these environments often correspond to the more distal, highly extended domains of the rifted margin.",http://purl.obolibrary.org/obo/BFO_0000029,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000021
pyramid lake,Lake,rdf:type,site,False,False,"Pyramid Lake is a modern lacustrine system in an extensional basin in Nevada, USA, that serves as a key geological analog for the formation of Pre-Salt carbonate reservoirs. The lake is characterized by alkaline waters and contains large, sub-lacustrine tufa mounds formed by carbonate precipitation where calcium-rich spring waters vent into the lake. These exhumed mounds provide a valuable model for understanding the morphology, scale, and complex internal geometries of similar hydrothermal carbonate buildups in the South Atlantic rift basins.",http://purl.obolibrary.org/obo/BFO_0000029,
south atlantic,Ocean Basin,rdf:type,site,False,False,"The South Atlantic is an ocean basin that separates the continents of South America and Africa, formed by the rifting of the Gondwana supercontinent during the Mesozoic Era. Its formation created conjugate passive margins, such as those of Brazil and West Africa, which host prolific petroleum systems. The early rift and sag phases of its opening are particularly significant for the deposition of the extensive Aptian lacustrine carbonate successions of the Brazilian Pre-Salt.",http://purl.obolibrary.org/obo/BFO_0000029,
depositional setting,Sedimentary Environment,rdfs:subClassOf,site,False,False,"A depositional setting is a specific geological environment that is characterized by the physical, chemical, and biological conditions under which a particular type of sediment or rock accumulates. This environment dictates the depositional processes and resulting sedimentary facies, with examples in the Pre-Salt context including lacustrine, hydrothermal, and rift settings. The interpretation of the depositional setting, such as a deep versus shallow lacustrine system, is critical for predicting reservoir distribution and quality.",http://purl.obolibrary.org/obo/BFO_0000029,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000021
Ocean Basin,site,rdfs:subClassOf,site,True,False,,http://purl.obolibrary.org/obo/BFO_0000029,http://purl.obolibrary.org/obo/BFO_0000029
Lake,site,rdfs:subClassOf,site,True,False,,http://purl.obolibrary.org/obo/BFO_0000029,http://purl.obolibrary.org/obo/BFO_0000029
Sedimentary Environment,site,rdfs:subClassOf,site,True,False,,http://purl.obolibrary.org/obo/BFO_0000029,http://purl.obolibrary.org/obo/BFO_0000029
