Term,Category,Property,Property_IRI,Filler,Filler_Source,Confidence,Evidence,Validation_Status,Validation_Reason
pore size,Dimension,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,rock,domain_term,1.0,quantifies the physical dimensions of the void spaces (pores) within a rock,ACCEPTED,Valid.
carbonate sequence,Stratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate rock,domain_term,1.0,predominantly composed of carbonate rocks,ACCEPTED,Valid.
volcanic,Lithology,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,weathering,domain_term,0.8,The weathering of these volcanic terrains,ACCEPTED,Valid.
interparticle pore,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,sedimentary rock,domain_term,1.0,located in the voids between the constituent grains or particles of a sedimentary rock,ACCEPTED,Valid.
interparticle pore,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,grainstone,domain_term,1.0,particularly within reworked facies like grainstones and rudstones,ACCEPTED,Valid.
interparticle pore,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,rudstone,domain_term,1.0,particularly within reworked facies like grainstones and rudstones,ACCEPTED,Valid.
interparticle pore,site,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,dissolution,domain_term,0.8,These pores can be enhanced by dissolution,ACCEPTED,Valid.
post-rift supersequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,lacustrine carbonate,domain_term,1.0,"comprising lacustrine carbonates, clastics, and a capping succession of evaporites",ACCEPTED,Valid.
density,quality,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,rock,domain_term,0.8,"fundamental physical property of a substance... In the context of reservoir characterization, it is distinguished as either bulk density... which includes the rock matrix... or grain density... of the solid mineral constituents.",ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 89%.
silica cementation,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,vug,domain_term,1.0,"filling interparticle pores, vugs, and fractures",ACCEPTED,Valid.
