Term,Category,Property,Property_IRI,Filler,Filler_Source,Confidence,Evidence,Validation_Status,Validation_Reason
gondwana supercontinent,Body of Rock,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,fragmentation,external,1.0,underwent fragmentation,REJECTED,Unknown object category 'unknown'.
gondwana supercontinent,Body of Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,south american plate,domain_term,0.8,resulted in the separation of the South American and African continents,ACCEPTED,Valid.
gondwana supercontinent,Body of Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,african plate,domain_term,0.8,resulted in the separation of the South American and African continents,ACCEPTED,Valid.
saponite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,alkaline lacustrine environment,domain_term,0.8,precipitates in highly alkaline lacustrine environments,ACCEPTED,Valid.
saponite,Earth Material,part_of,http://purl.obolibrary.org/obo/BFO_0000050,authigenic clay assemblage,external,1.0,is a constituent of the authigenic clay assemblage,REJECTED,Unknown object category 'unknown'.
saponite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pre-salt carbonate reservoir,external,1.0,constituent of the authigenic clay assemblage in Pre-Salt carbonate reservoirs,REJECTED,Unknown object category 'unknown'.
aquifer,Body of Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,rock,domain_term,1.0,subsurface body of permeable rock,ACCEPTED,Valid.
aquifer,Body of Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,basement,domain_term,1.0,hosted in fractured basement,ACCEPTED,Valid.
aquifer,Body of Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,sedimentary formation,external,1.0,hosted in... underlying sedimentary formations,REJECTED,Unknown object category 'unknown'.
oil reserve,Dimension,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine carbonate reservoir,domain_term,1.0,hosted within complex lacustrine carbonate reservoirs,REJECTED,"Domain violation: 'Dimension' has metatypes ['Continuant', 'Quality', 'SpecificallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
oil reserve,Dimension,located_in,http://purl.obolibrary.org/obo/BFO_0000171,barra velha formation,domain_term,1.0,such as those of the Barra Velha Formation,REJECTED,"Domain violation: 'Dimension' has metatypes ['Continuant', 'Quality', 'SpecificallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
oil reserve,Dimension,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,oil accumulation,domain_term,0.8,recoverable from known accumulations,ACCEPTED,Valid.
oil reserve,Dimension,part_of,http://purl.obolibrary.org/obo/BFO_0000050,total oil-in-place,external,1.0,represent the exploitable portion of the total oil-in-place,REJECTED,Unknown object category 'unknown'.
fault zone,Body of Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,deformed rock,external,1.0,is a tabular volume of deformed rock,REJECTED,Unknown object category 'unknown'.
fault zone,Body of Rock,has_part,http://purl.obolibrary.org/obo/BFO_0000051,fault core,external,1.0,"structurally composed of a central, highly strained fault core",REJECTED,Unknown object category 'unknown'.
fault zone,Body of Rock,has_part,http://purl.obolibrary.org/obo/BFO_0000051,damage zone,external,1.0,"and a surrounding, less intensely deformed damage zone",REJECTED,Unknown object category 'unknown'.
illite,Earth Material,part_of,http://purl.obolibrary.org/obo/BFO_0000050,mud-rich facies,external,1.0,is a common component of the mud-rich facies,REJECTED,Unknown object category 'unknown'.
illite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine carbonate system,domain_term,1.0,in the lacustrine carbonate systems of the Brazilian Pre-Salt,ACCEPTED,Valid.
k-feldspar,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pre-salt succession,domain_term,1.0,occurs in Pre-Salt successions,ACCEPTED,Valid.
k-feldspar,Earth Material,part_of,http://purl.obolibrary.org/obo/BFO_0000050,siliciclastic rock,external,1.0,as a detrital component in associated siliciclastic rocks,REJECTED,Unknown object category 'unknown'.
k-feldspar,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,carbonate reservoir,domain_term,1.0,as an authigenic phase within the carbonate reservoirs,ACCEPTED,Valid.
k-feldspar,Earth Material,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenetic alteration,domain_term,1.0,This mineral is often subject to diagenetic alteration,ACCEPTED,Valid.
diagenetic evolution,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,sedimentary rock,domain_term,1.0,sequence of processes and resulting products that have altered a sedimentary rock,ACCEPTED,Valid.
diagenetic evolution,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,dissolution,domain_term,1.0,details the timing of events such as dissolution,ACCEPTED,Valid.
diagenetic evolution,Geological Process,has_part,http://purl.obolibrary.org/obo/BFO_0000051,fracturing,external,1.0,"details the timing of events such as dissolution, fracturing",REJECTED,Unknown object category 'unknown'.
diagenetic evolution,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,replacement,domain_term,1.0,and the precipitation or replacement of minerals,ACCEPTED,Valid.
micropore,site,has_quality,http://purl.obolibrary.org/obo/RO_0000086,pore size,domain_term,1.0,defined by a size range of approximately 0.125 to 0.5 micrometers,ACCEPTED,Valid.
micropore,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,packstone,domain_term,1.0,often associated with cemented packstones,ACCEPTED,Valid.
micropore,site,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,calcite dissolution,external,1.0,form as intraparticle porosity from calcite dissolution,REJECTED,Unknown object category 'unknown'.
micropore,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,vug,domain_term,1.0,within larger karst-modified vugs,ACCEPTED,Valid.
camburi group,Lithostratigraphic Unit,located_in,http://purl.obolibrary.org/obo/BFO_0000171,santos basin,domain_term,1.0,is a stratigraphic group in the Santos Basin,ACCEPTED,Valid.
camburi group,Lithostratigraphic Unit,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,albian,domain_term,1.0,deposited from the Albian to the Cenomanian,ACCEPTED,Valid.
camburi group,Lithostratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate rock,domain_term,1.0,composed of siliciclastic and carbonate rocks,ACCEPTED,Valid.
camburi group,Lithostratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,guarujá formation,domain_term,1.0,"including the lower Florianopolis, Guarujá, and lower Itanhaém formations",ACCEPTED,Valid.
mega-sequence,Stratigraphic Unit,has_part,http://purl.obolibrary.org/obo/BFO_0000051,geological formation,external,1.0,comprises multiple geological formations,REJECTED,Unknown object category 'unknown'.
mega-sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,unconformity,domain_term,0.8,is bounded by major unconformities,ACCEPTED,Valid.
marine incursion,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,marine water,domain_term,1.0,involves the episodic or large-scale entry of seawater,ACCEPTED,Valid.
marine incursion,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,non-marine depositional system,external,1.0,entry of seawater into a previously restricted or non-marine depositional system,REJECTED,Unknown object category 'unknown'.
marine incursion,Geological Process,precedes,http://purl.obolibrary.org/obo/BFO_0000063,deposition of ariri formation,external,1.0,culminating in the widespread deposition of the Ariri Formation evaporites,REJECTED,Unknown object category 'unknown'.
marine incursion,Geological Process,has_age,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000015,aptian,domain_term,1.0,Aptian marine incursions,REJECTED,"Domain violation: 'Geological Process' has metatypes ['Occurrent', 'Process'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'has_age'."
mg-silicate,Sediment,derives_from,http://purl.obolibrary.org/obo/RO_0001000,gel precursor,external,1.0,precipitates from a gel precursor,REJECTED,Unknown object category 'unknown'.
mg-silicate,Sediment,located_in,http://purl.obolibrary.org/obo/BFO_0000171,hyper-alkaline and saline lacustrine environment,external,1.0,precipitates from a gel precursor in hyper-alkaline and saline lacustrine environments,REJECTED,Unknown object category 'unknown'.
mg-silicate,Sediment,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,aptian,domain_term,1.0,constitutes the background sedimentation in Aptian sag lakes,ACCEPTED,Valid.
mg-silicate,Sediment,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,precipitation,external,0.8,precipitates from a gel precursor,REJECTED,Unknown object category 'unknown'.
rock,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,mineral,external,1.0,composed of one or more minerals or mineraloids,REJECTED,Unknown object category 'unknown'.
rock,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,mineraloid,external,1.0,composed of one or more minerals or mineraloids,REJECTED,Unknown object category 'unknown'.
total porosity,quality,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,rock,domain_term,1.0,petrophysical property that quantifies the fraction of a rock's bulk volume,ACCEPTED,Valid.
total porosity,quality,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,primary porosity,domain_term,1.0,"represents the sum of all pore types, including primary, secondary (e.g., dissolution-related), and fracture porosity",ACCEPTED,Valid.
total porosity,quality,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,secondary porosity,domain_term,1.0,"represents the sum of all pore types, including primary, secondary (e.g., dissolution-related), and fracture porosity",ACCEPTED,Valid.
total porosity,quality,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,fracture porosity,domain_term,1.0,"represents the sum of all pore types, including primary, secondary (e.g., dissolution-related), and fracture porosity",ACCEPTED,Valid.
rift system,Geological Structure,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,crustal extension,external,1.0,formed by crustal extension,REJECTED,Unknown object category 'unknown'.
rift system,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,normal fault,domain_term,1.0,characterized by a series of normal faults,ACCEPTED,Valid.
rift system,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,horst,domain_term,1.0,creating an alternating pattern of structural highs (horsts),ACCEPTED,Valid.
rift system,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,graben,domain_term,1.0,creating an alternating pattern of structural highs (horsts) and lows (grabens),ACCEPTED,Valid.
pre-salt sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,sedimentary rock,domain_term,1.0,comprises the Early Cretaceous sedimentary and volcanic rocks,ACCEPTED,Valid.
pre-salt sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,volcanic rock,domain_term,1.0,comprises the Early Cretaceous sedimentary and volcanic rocks,ACCEPTED,Valid.
pre-salt sequence,Stratigraphic Unit,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,early cretaceous,domain_term,1.0,comprises the Early Cretaceous sedimentary and volcanic rocks,ACCEPTED,Valid.
pre-salt sequence,Stratigraphic Unit,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,breakup of gondwana,external,1.0,deposited during the breakup of Gondwana,REJECTED,Unknown object category 'unknown'.
volcaniclastic,Sediment,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,volcanic fragment,domain_term,1.0,"composed of fragments of rock and minerals produced by or derived from volcanic activity. In the Brazilian Pre-Salt, this component consists of volcanic rock fragments",ACCEPTED,Valid.
volcaniclastic,Sediment,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,volcanic activity,domain_term,1.0,produced by or derived from volcanic activity,ACCEPTED,Valid.
volcaniclastic,Sediment,located_in,http://purl.obolibrary.org/obo/BFO_0000171,carbonate facies,domain_term,1.0,occurring either as discrete units or mixed within carbonate facies,REJECTED,"Range violation: 'Sedimentary Facies' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
cabiúnas formation,Formation,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,tholeiitic basalt,domain_term,1.0,composed of tholeiitic basalts,ACCEPTED,Valid.
cabiúnas formation,Formation,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,pre-salt section,domain_term,1.0,represents the basal succession of the pre-salt section,ACCEPTED,Valid.
cabiúnas formation,Formation,has_age,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000015,early cretaceous,domain_term,1.0,Dated to the Early Cretaceous (Hauterivian-Aptian),REJECTED,"Range violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed range ['Quality', 'RelationalQuality'] for 'has_age'."
cabiúnas formation,Formation,precedes,http://purl.obolibrary.org/obo/BFO_0000063,lagoa feia group,domain_term,0.8,stratigraphically underlies the Lagoa Feia Group,REJECTED,"Domain violation: 'Formation' has metatypes ['Continuant', 'IndependentContinuant', 'MaterialEntity', 'Object'] which do not intersect allowed domain ['History', 'Occurrent', 'Process', 'ProcessBoundary', 'SpatiotemporalRegion', 'TemporalInstant', 'TemporalRegion'] for 'precedes'."
clastic sediment,Sediment,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,clast,external,1.0,"composed of fragments, or clasts",REJECTED,Unknown object category 'unknown'.
clastic sediment,Sediment,derives_from,http://purl.obolibrary.org/obo/RO_0001000,pre-existing rock,external,1.0,derived from the physical weathering and erosion of pre-existing rocks,REJECTED,Unknown object category 'unknown'.
clastic sediment,Sediment,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,weathering,domain_term,1.0,derived from the physical weathering and erosion of pre-existing rocks,ACCEPTED,Valid.
clastic sediment,Sediment,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,erosion,domain_term,1.0,derived from the physical weathering and erosion of pre-existing rocks,ACCEPTED,Valid.
downlap,Geological Structure,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,prograding depositional system,external,1.0,This geometric relationship is characteristic of prograding depositional systems,REJECTED,Unknown object category 'unknown'.
growth strata,Architectural Element,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,active faulting,external,0.8,accumulate contemporaneously with active faulting,REJECTED,Unknown object category 'unknown'.
growth strata,Architectural Element,has_quality,http://purl.obolibrary.org/obo/RO_0000086,wedge-shaped geometry,external,1.0,resulting in a characteristic wedge-shaped geometry,REJECTED,Unknown object category 'unknown'.
growth strata,Architectural Element,part_of,http://purl.obolibrary.org/obo/BFO_0000050,syn-rift succession,external,1.0,growth strata are a key feature of the syn-rift succession,REJECTED,Unknown object category 'unknown'.
growth strata,Architectural Element,located_in,http://purl.obolibrary.org/obo/BFO_0000171,half-graben,domain_term,1.0,filling half-graben basins,ACCEPTED,Valid.
basement structure,Geological Structure,located_in,http://purl.obolibrary.org/obo/BFO_0000171,crystalline basement,domain_term,1.0,formed within the crystalline basement,REJECTED,"Domain violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
basement structure,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,horst,domain_term,1.0,"characterized by a rift-related geometry of horsts, grabens, and half-grabens",ACCEPTED,Valid.
basement structure,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,graben,domain_term,1.0,"characterized by a rift-related geometry of horsts, grabens, and half-grabens",ACCEPTED,Valid.
basement structure,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,normal fault,domain_term,1.0,bounded by normal faults,ACCEPTED,Valid.
dark shale,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,dark coloration,external,1.0,characterized by its dark coloration,REJECTED,Unknown object category 'unknown'.
dark shale,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,high gamma-ray signature,external,1.0,characterized by its... high gamma-ray signature,REJECTED,Unknown object category 'unknown'.
dark shale,Sedimentary Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,Itapema Formation,domain_term,1.0,prominently found within the Itapema Formation,ACCEPTED,Valid.
dark shale,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,organic matter,domain_term,0.8,organic-rich sedimentary rock,ACCEPTED,Valid.
spherulitic carbonate,Sedimentary Rock,has_part,http://purl.obolibrary.org/obo/BFO_0000051,spherulite,external,1.0,characterized by the presence of spherulites,REJECTED,Unknown object category 'unknown'.
spherulitic carbonate,Sedimentary Rock,part_of,http://purl.obolibrary.org/obo/BFO_0000050,lacustrine reservoir facies,external,1.0,common component of the lacustrine reservoir facies of the Brazilian Pre-Salt,REJECTED,Unknown object category 'unknown'.
tupi high,Body of Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,Outer High,domain_term,1.0,within the Santos Basin's Outer High,ACCEPTED,Valid.
tupi high,Body of Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,Santos Basin,domain_term,1.0,within the Santos Basin's Outer High,ACCEPTED,Valid.
tupi high,Body of Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,Camboriú Formation,domain_term,1.0,defined by an uplifted block of the Camboriú Formation,ACCEPTED,Valid.
tupi high,Body of Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,fault,domain_term,0.8,controlled by SW-NE trending faults,ACCEPTED,Valid.
precambrian basement,Lithostratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,granitoid,external,1.0,composed of Precambrian-aged granitoids and gneisses,REJECTED,Unknown object category 'unknown'.
precambrian basement,Lithostratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,gneiss,domain_term,1.0,composed of Precambrian-aged granitoids and gneisses,ACCEPTED,Valid.
precambrian basement,Lithostratigraphic Unit,has_age,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000015,Precambrian,domain_term,1.0,Precambrian-aged granitoids,REJECTED,"Range violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed range ['Quality', 'RelationalQuality'] for 'has_age'."
shallow marine environment,Sedimentary Environment,located_in,http://purl.obolibrary.org/obo/BFO_0000171,continental shelf,external,1.0,located on the continental shelf,REJECTED,Unknown object category 'unknown'.
shallow marine environment,Sedimentary Environment,has_quality,http://purl.obolibrary.org/obo/RO_0000086,limited depth,external,1.0,seawater of limited depth,REJECTED,Unknown object category 'unknown'.
shallow marine environment,Sedimentary Environment,has_quality,http://purl.obolibrary.org/obo/RO_0000086,highly evaporative,external,1.0,highly evaporative Aptian seaway,REJECTED,Unknown object category 'unknown'.
shallow marine environment,Sedimentary Environment,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,lacustrine carbonate phase,external,1.0,developed after the main lacustrine carbonate phase,REJECTED,Unknown object category 'unknown'.
upper rift,Stratigraphic Unit,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,pre-salt succession,domain_term,1.0,interval of the pre-salt succession,ACCEPTED,Valid.
upper rift,Stratigraphic Unit,located_in,http://purl.obolibrary.org/obo/BFO_0000171,Santos Basin,domain_term,1.0,in the Santos Basin,ACCEPTED,Valid.
upper rift,Stratigraphic Unit,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,lower rift phase,external,1.0,following the initial lower rift phase,REJECTED,Unknown object category 'unknown'.
tachyhydrite,Earth Material,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,hydrous calcium magnesium chloride,external,1.0,composed of hydrous calcium magnesium chloride,REJECTED,Unknown object category 'unknown'.
tachyhydrite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,Ariri Formation,domain_term,1.0,occurs locally within the Aptian Ariri Formation's evaporitic sequence,ACCEPTED,Valid.
tachyhydrite,Earth Material,has_quality,http://purl.obolibrary.org/obo/RO_0000086,high solubility,external,1.0,highly soluble evaporite mineral,REJECTED,Unknown object category 'unknown'.
tachyhydrite,Earth Material,has_age,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000015,Aptian,domain_term,0.8,occurs locally within the Aptian Ariri Formation's evaporitic sequence,REJECTED,"Range violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed range ['Quality', 'RelationalQuality'] for 'has_age'."
cenozoic,Geological Time Interval,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,Mesozoic,domain_term,1.0,follows the Mesozoic Era,ACCEPTED,Valid.
cenozoic,Geological Time Interval,has_part,http://purl.obolibrary.org/obo/BFO_0000051,Paleogene,external,1.0,"subdivided into the Paleogene, Neogene, and Quaternary periods",REJECTED,Unknown object category 'unknown'.
cenozoic,Geological Time Interval,has_part,http://purl.obolibrary.org/obo/BFO_0000051,Neogene,external,1.0,"subdivided into the Paleogene, Neogene, and Quaternary periods",REJECTED,Unknown object category 'unknown'.
cenozoic,Geological Time Interval,has_part,http://purl.obolibrary.org/obo/BFO_0000051,Quaternary,external,1.0,"subdivided into the Paleogene, Neogene, and Quaternary periods",REJECTED,Unknown object category 'unknown'.
marl,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate mineral,domain_term,1.0,composed of a mixture of carbonate minerals,ACCEPTED,Valid.
marl,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite,domain_term,1.0,"carbonate minerals, such as calcite",ACCEPTED,Valid.
marl,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,clay,external,1.0,"fine-grained siliciclastic sediment, primarily clay and silt",REJECTED,Unknown object category 'unknown'.
marl,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,low permeability,external,1.0,low-permeability deposit,REJECTED,Unknown object category 'unknown'.
abiotic precipitation,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,lacustrine environment,domain_term,1.0,"In Pre-Salt lacustrine settings, this process is often triggered...",ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 89%.
abiotic precipitation,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,solution,external,1.0,forms minerals directly from a solution,REJECTED,Unknown object category 'unknown'.
abiotic precipitation,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,mineral,external,0.8,forms minerals directly from a solution,REJECTED,Unknown object category 'unknown'.
continental siliciclastic,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,silicate mineral,external,1.0,composed predominantly of silicate minerals,REJECTED,Unknown object category 'unknown'.
continental siliciclastic,Sedimentary Rock,derives_from,http://purl.obolibrary.org/obo/RO_0001000,basement rock,domain_term,1.0,sourced from basement rocks,ACCEPTED,Valid.
continental siliciclastic,Sedimentary Rock,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,erosion,domain_term,1.0,derived from the erosion of land areas,ACCEPTED,Valid.
continental siliciclastic,Sedimentary Rock,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,rift phase,domain_term,0.8,are characteristic of the rift phase,ACCEPTED,Valid.
cyclicity,Geological Structure,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,climatic oscillation,external,1.0,driven by high-frequency climatic and lake-level oscillations,REJECTED,Unknown object category 'unknown'.
cyclicity,Geological Structure,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,lake-level oscillation,external,1.0,driven by high-frequency climatic and lake-level oscillations,REJECTED,Unknown object category 'unknown'.
cyclicity,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,facies,domain_term,0.8,characterized by the repetitive vertical succession of specific facies,ACCEPTED,Valid.
carbonate fabric,Geological Structure,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,carbonate rock,domain_term,1.0,overall structure of a carbonate rock,ACCEPTED,Valid.
carbonate fabric,Geological Structure,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenetic process,domain_term,1.0,significantly modified or completely obliterated by subsequent diagenetic processes,ACCEPTED,Valid.
carbonate fabric,Geological Structure,has_part,http://purl.obolibrary.org/obo/BFO_0000051,grain,external,1.0,"results from the arrangement, size, and shape of its constituent grains",REJECTED,Unknown object category 'unknown'.
carbonate fabric,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,pore,domain_term,1.0,"results from the arrangement, size, and shape of its constituent grains, crystals, and pores",ACCEPTED,Valid.
supersequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,depositional sequence,domain_term,1.0,comprises a genetically related succession of depositional sequences,ACCEPTED,Valid.
supersequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,unconformity,domain_term,1.0,bounded by major unconformities,ACCEPTED,Valid.
supersequence,Stratigraphic Unit,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,syn-rift,domain_term,0.8,"correspond to major basin evolution phases, such as the syn-rift, post-rift, and drift stages",ACCEPTED,Valid.
supersequence,Stratigraphic Unit,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,post-rift,domain_term,0.8,"correspond to major basin evolution phases, such as the syn-rift, post-rift, and drift stages",REJECTED,"Range violation: 'Geological Process' has metatypes ['Occurrent', 'Process'] which do not intersect allowed range ['TemporalInstant', 'TemporalRegion'] for 'generated_in'."
rock texture,Lithology,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,rock,domain_term,1.0,is a fundamental physical property of a rock,ACCEPTED,Valid.
rock texture,Lithology,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenetic process,domain_term,1.0,"The original depositional texture can be preserved, modified, or completely obliterated by diagenetic processes",ACCEPTED,Valid.
diagenetic constituent,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,diagenetic process,domain_term,1.0,forms within a sedimentary rock after its initial deposition through diagenetic processes,ACCEPTED,Valid.
diagenetic constituent,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,sedimentary rock,domain_term,1.0,forms within a sedimentary rock,ACCEPTED,Valid.
diagenetic constituent,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,precipitation,external,1.0,through diagenetic processes such as precipitation,REJECTED,Unknown object category 'unknown'.
diagenetic constituent,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,replacement,domain_term,1.0,through diagenetic processes such as precipitation or replacement,ACCEPTED,Valid.
fracture porosity,quality,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,rock,domain_term,1.0,"composed of the void space created by natural cracks, fissures, or breaks within a rock",ACCEPTED,Valid.
