Term,Parent_Term,Relationship_Type,Category,Is_Intermediate,NLD,FALLBACK,Category_IRI,Parent_IRI
heterogeneity,quality,rdfs:subClassOf,quality,False,"Heterogeneity is the spatial variation of reservoir properties that is determined by the original depositional environment and subsequent structural and diagenetic events. This variation manifests across multiple scales as alternating high and low-quality layers, resulting in a wide range of petrophysical values such as porosity and permeability. Such variability can create flow baffles or seals, leading to the compartmentalization of the reservoir into distinct fluid or pressure segments.",False,http://purl.obolibrary.org/obo/BFO_0000019,http://purl.obolibrary.org/obo/BFO_0000019
reservoir property,quality,rdfs:subClassOf,quality,False,"A reservoir property is a measurable physical, petrophysical, or fluid characteristic that is used to describe and quantify the state, quality, and behavior of a subsurface rock formation. Key properties include rock attributes like porosity and permeability, which define the permo-porous system, and fluid attributes such as composition, pressure, and temperature (PVT). These properties are critical for understanding reservoir heterogeneity and are often estimated from well logs, core data, and seismic attributes to model fluid distribution and flow.",False,http://purl.obolibrary.org/obo/BFO_0000019,http://purl.obolibrary.org/obo/BFO_0000019
interparticle porosity,porosity,rdfs:subClassOf,quality,False,"Interparticle porosity is a type of primary porosity that consists of the void spaces between the constituent grains or particles of a sedimentary rock. In Brazilian Pre-Salt carbonates, it is predominantly associated with reworked facies like calcarenites and calcirudites and is a major contributor to high reservoir permeability. This porosity can be enhanced by dissolution but is often reduced by diagenetic processes such as compaction and cementation.",False,http://purl.obolibrary.org/obo/BFO_0000019,
vuggy porosity,Secondary Porosity,rdfs:subClassOf,quality,False,"Vuggy porosity is a type of secondary porosity that is characterized by dissolution-generated pores that are larger than the rock's constituent grains or crystals. While it is a dominant and high-volume pore type in many Pre-Salt carbonate facies, the vugs are often isolated or poorly connected, resulting in low permeability despite high porosity values.",False,http://purl.obolibrary.org/obo/BFO_0000019,
intraparticle porosity,Secondary Porosity,rdfs:subClassOf,quality,False,"Intraparticle porosity is a type of secondary porosity that consists of voids located within individual sedimentary grains or particles, formed by the partial dissolution of their internal components. In Brazilian Pre-Salt carbonates, it commonly develops within spherulites, oncoids, and bioclasts, contributing to high porosity values but often having limited permeability due to poor pore connectivity.",False,http://purl.obolibrary.org/obo/BFO_0000019,
moldic porosity,Secondary Porosity,rdfs:subClassOf,quality,False,"Moldic porosity is a type of secondary porosity that is formed by the dissolution of a sedimentary component, such as a shell or grain, leaving a pore that retains the shape of the dissolved feature. In Pre-Salt bioclastic reservoirs, it is a common pore type that contributes to high total porosity but often has low permeability due to poor connectivity between molds. The enlargement and connection of these molds can form vugular porosity, which significantly improves reservoir permeability.",False,http://purl.obolibrary.org/obo/BFO_0000019,
microporosity,porosity,rdfs:subClassOf,quality,False,"Microporosity is a component of a rock's total pore system that is characterized by pores of microscopic scale which contribute to the overall porosity volume but have very low connectivity and permeability. In Pre-Salt carbonates, it is commonly formed by diagenetic processes, such as silicification or dolomitization, that modify larger primary pores into numerous, poorly connected micropores. This pore type is petrophysically significant as it is associated with high irreducible water saturation and contributes little to fluid flow, despite potentially accounting for a large percentage of the total porosity.",False,http://purl.obolibrary.org/obo/BFO_0000019,
effective porosity,Petrophysical Property,rdfs:subClassOf,quality,False,"Effective porosity is a petrophysical property that quantifies the interconnected pore volume of a rock through which fluids can flow, excluding isolated pores and volume occupied by bound fluids. It is a key parameter for evaluating reservoir quality in Pre-Salt carbonates, where it is typically lower than total porosity and is commonly derived from Nuclear Magnetic Resonance (NMR) logs.",False,http://purl.obolibrary.org/obo/BFO_0000019,
acoustic impedance,Physical Property,rdfs:subClassOf,quality,False,"Acoustic impedance is a fundamental physical property of a formation that is defined as the product of its acoustic P-wave velocity and bulk density. As a key seismic attribute, its variations are used to interpret changes in lithology, porosity, and fluid content, with porosity being the primary driver in formations with a relatively constant mineralogy. In the context of the Brazilian Pre-Salt, high-porosity carbonate reservoirs are often identified by their characteristic low acoustic impedance signatures.",False,http://purl.obolibrary.org/obo/BFO_0000019,
total porosity,Petrophysical Property,rdfs:subClassOf,quality,False,"Total porosity is a fundamental petrophysical property that quantifies the fraction of a rock's bulk volume occupied by all void spaces, regardless of their origin or connectivity. It represents the sum of all pore types, including primary, secondary (e.g., dissolution-related), and fracture porosity, and accounts for the full range of pore sizes from micropores to vugs. This measure is critical for calculating the total volume of hydrocarbons in place within a reservoir.",False,http://purl.obolibrary.org/obo/BFO_0000019,
fracture porosity,Secondary Porosity,rdfs:subClassOf,quality,False,"Fracture porosity is a type of secondary porosity that is composed of the void space created by natural cracks, fissures, or breaks within a rock. In Brazilian Pre-Salt carbonates, these features are often irregular and continuous fractures that contribute to the overall porous system, with apertures observed to range from 0.1 to 0.5 mm. This porosity can be significantly reduced when the fractures are partially or completely filled by diagenetic minerals, including silica, calcite, and dolomite.",False,http://purl.obolibrary.org/obo/BFO_0000019,
flow capacity,Petrophysical Property,rdfs:subClassOf,quality,False,"Flow capacity is a petrophysical parameter that quantifies the ability of a reservoir interval to transmit fluids, calculated as the product of the interval's effective permeability and its thickness (kh). Expressed in millidarcy-meters (mD.m), it is a key metric used to identify high-productivity zones ('speed zones') and is determined from well tests, core analysis, or log-derived permeability profiles. In heterogeneous reservoirs like the Pre-Salt, its value is often dominated by thin, highly permeable features such as fractures or karstified layers.",False,http://purl.obolibrary.org/obo/BFO_0000019,
density,Physical Property,rdfs:subClassOf,quality,False,"Density is a fundamental physical property of a substance that quantifies its mass per unit of volume, typically expressed in grams per cubic centimeter (g/cm³). In the context of reservoir characterization, it is distinguished as either bulk density (RHOB), which is measured by well logs and includes the rock matrix and pore fluids, or grain density, which is measured from core samples and represents the density of the solid mineral constituents. Variations in density are critical for lithofacies differentiation, seismic impedance modeling, and porosity calculations in Pre-Salt carbonate reservoirs.",False,http://purl.obolibrary.org/obo/BFO_0000019,
Petrophysical Property,reservoir property,rdfs:subClassOf,quality,True,A Petrophysical Property is a reservoir property that quantifies the characteristics of a rock related to its ability to store and transmit fluids.,False,http://purl.obolibrary.org/obo/BFO_0000019,
Physical Property,reservoir property,rdfs:subClassOf,quality,True,"A Physical Property is a reservoir property that describes a measurable physical characteristic of a rock or fluid, such as its response to energy or its mass-volume relationship.",False,http://purl.obolibrary.org/obo/BFO_0000019,
Secondary Porosity,porosity,rdfs:subClassOf,quality,True,"Secondary Porosity is a type of porosity that develops in a rock after its initial deposition, through processes such as dissolution or fracturing.",False,http://purl.obolibrary.org/obo/BFO_0000019,
Physiographic Feature,site,rdfs:subClassOf,site,True,A Physiographic Feature is a site that is a large-scale part of the Earth's surface or subsurface with a characteristic form.,False,http://purl.obolibrary.org/obo/BFO_0000029,http://purl.obolibrary.org/obo/BFO_0000029
vug,pore,rdfs:subClassOf,site,False,"A vug is a non-fabric-selective pore within a carbonate rock that is generated or enhanced by dissolution and is significantly larger than the primary fabric-controlled pores. In the Brazilian Pre-Salt, vugs range from millimeters to tens of centimeters in size and can occur as isolated features or as interconnected networks, often linked by natural fractures. While isolated vugs contribute to total porosity, interconnected vug systems are critical for creating high-permeability pathways that significantly enhance reservoir quality.",False,http://purl.obolibrary.org/obo/BFO_0000029,
continental margin,Physiographic Feature,rdfs:subClassOf,site,False,"A continental margin is a major physiographic and tectonic zone that represents the transition between continental crust and an oceanic basin. In the context of the Brazilian Pre-Salt, it is the region hosting major rift-related sedimentary basins, such as the Santos Basin, which formed during the opening of the South Atlantic. The architecture and relative position within this margin control the magnitude of rifting displacement and the subsequent development of reservoir successions.",False,http://purl.obolibrary.org/obo/BFO_0000029,
oil field,site,rdfs:subClassOf,site,False,"An oil field is a subsurface area that contains one or more petroleum reservoirs from which a hydrocarbon accumulation can be produced. These fields, such as the supergiant Búzios Field, are defined by a contiguous accumulation with a quantifiable volume of original oil in place (OOIP) and are developed for commercial production. In the Brazilian Pre-Salt, major oil fields are characterized by vast lacustrine carbonate reservoirs located in deep offshore waters.",False,http://purl.obolibrary.org/obo/BFO_0000029,http://purl.obolibrary.org/obo/BFO_0000029
lula field,oil field,rdf:type,site,False,"Lula Field is a giant offshore oil field that is located in the Santos Basin, Brazil, and produces from Lower Cretaceous lacustrine carbonate reservoirs of the Pre-Salt succession. Its discovery in 2006 by the Tupi-1 well represented the opening of the Pre-Salt exploratory frontier, and it was the first of these fields to be put into production.",False,http://purl.obolibrary.org/obo/BFO_0000029,
tupi field,oil field,rdf:type,site,False,"Tupi Field is a giant petroleum field that is located on the Santos Basin External High and contains its primary reservoirs within the Aptian-age lacustrine carbonates of the Barra Velha Formation. Discovered in 2006, the field is situated in ultradeep waters of the Santos Basin, approximately 50 km southwest of the Búzios Field. The reservoirs were deposited during the post-rift sag phase over a structural feature known as the Tupi High.",False,http://purl.obolibrary.org/obo/BFO_0000029,
mero field,oil field,rdf:type,site,False,"Mero Field is a giant offshore pre-salt oil field that is located in the central Santos Basin, Brazil, as part of the larger Libra Block discovery. Discovered in 2010, the field contains vast hydrocarbon reserves hosted in high-quality microbial carbonate and coquina reservoirs within a large and geologically complex four-way structural closure.",False,http://purl.obolibrary.org/obo/BFO_0000029,
pore,site,rdfs:subClassOf,site,False,"A pore is a void space within a rock that contributes to the rock's total porosity and can store and transmit fluids. In carbonate reservoirs like the Brazilian Pre-Salt, pores are formed and modified by complex depositional and diagenetic processes, resulting in a heterogeneous, multi-scale system of voids whose size, geometry, and connectivity control reservoir quality.",False,http://purl.obolibrary.org/obo/BFO_0000029,http://purl.obolibrary.org/obo/BFO_0000029
sugar loaf high,Physiographic Feature,rdf:type,site,False,"Sugar Loaf High is a large structural high that constitutes a major basement culmination of the Outer High within the Santos Basin, offshore Brazil. This prominent palaeotopographic feature provided the foundation for an extensive Early Cretaceous lacustrine carbonate platform, which contains strata equivalent to significant pre-salt hydrocarbon reservoirs.",False,http://purl.obolibrary.org/obo/BFO_0000029,
atapu field,oil field,rdf:type,site,False,"The Atapu field is a major pre-salt oil and gas field that is located in the central portion of the Santos Basin and structurally characterized as a structural high related to a half-graben. As part of the Iara Complex, it is one of Brazil's largest producing fields, with its primary reservoirs consisting of pre-salt carbonates from the Barra Velha Formation. These reservoir rocks are associated with a shallow lacustrine depositional system influenced by active rift faults.",False,http://purl.obolibrary.org/obo/BFO_0000029,
são paulo plateau,Physiographic Feature,rdf:type,site,False,"São Paulo Plateau is a major offshore physiographic province in the South Atlantic that resulted from extensive crustal thinning and failed seafloor spreading during the opening of the South Atlantic. This plateau encompasses the deep-water portion of the Santos Basin and is the primary region for pre-salt hydrocarbon exploration. It contains key structural features, such as the Outer High, which host prolific pre-salt carbonate reservoirs.",False,http://purl.obolibrary.org/obo/BFO_0000029,
intercrystalline pore,pore,rdfs:subClassOf,site,False,"An intercrystalline pore is a type of secondary porosity that consists of the void spaces located between the constituent crystals of a diagenetically altered rock. In Brazilian Pre-Salt carbonates, this porosity is most commonly formed by dolomitization, creating a network of small, often irregular pores between dolomite crystals, or within silicified intervals. These pores are a significant component of the total pore system and can be crucial for reservoir connectivity and permeability.",False,http://purl.obolibrary.org/obo/BFO_0000029,
micropore,pore,rdfs:subClassOf,site,False,"Micropore is a type of pore space that is defined by a size range of approximately 0.125 to 0.5 micrometers, often associated with cemented packstones. In Pre-Salt carbonates, these pores can form as intraparticle porosity from calcite dissolution, as intercrystalline porosity, or between insoluble infillings within larger karst-modified vugs.",False,http://purl.obolibrary.org/obo/BFO_0000029,
cave,pore,rdfs:subClassOf,site,False,"A cave is a meter-scale dissolution cavity that is larger than the wellbore diameter and characterized by total fluid loss during drilling and a low-amplitude, high-traveltime signature on borehole image logs. As a type of karst feature often formed by hydrothermal alteration in the Pre-Salt, it represents a zone of extremely high permeability and flow capacity that cannot be sampled by conventional coring.",False,http://purl.obolibrary.org/obo/BFO_0000029,
sapinhoá field,oil field,rdf:type,site,False,"Sapinhoá Field is a giant pre-salt oil field that is located in the Santos Basin, offshore Brazil, and produces hydrocarbons primarily from the Aptian-age carbonate reservoirs of the Barra Velha Formation. As one of the principal fields within the Santos Basin's pre-salt polygon, its reservoir rocks are situated stratigraphically below the main salt layer of the Ariri Formation.",False,http://purl.obolibrary.org/obo/BFO_0000029,
interparticle pore,pore,rdfs:subClassOf,site,False,"An interparticle pore is a type of pore space that is located in the voids between the constituent grains or particles of a sedimentary rock. In Brazilian Pre-Salt lacustrine carbonates, this porosity is a dominant contributor to reservoir quality, particularly within reworked facies like grainstones and rudstones where it is often associated with high permeability. These pores can be enhanced by dissolution or occluded by diagenetic cements such as silica, dolomite, and anhydrite.",False,http://purl.obolibrary.org/obo/BFO_0000029,
pre-salt,Stratigraphic Succession,rdf:type,Stratigraphic Unit,False,"Pre-salt is a sedimentary-volcanic succession that is stratigraphically bounded by the crystalline basement at its base and the overlying Aptian evaporite layer at its top. Deposited in a lacustrine system during the Early Cretaceous continental rifting that separated South America and Africa, this sequence contains prolific carbonate reservoirs, such as the coquinas and microbialites of the Barra Velha and Itapema formations.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
pre-salt reservoir,stratigraphic unit,rdfs:subClassOf,Stratigraphic Unit,False,"A pre-salt reservoir is a petroleum reservoir that is stratigraphically located beneath a thick evaporite layer and composed of carbonate rocks deposited during syn-rift to post-rift tectonic phases. These reservoirs, characteristic of the Brazilian continental margin, are typically formed in lacustrine environments and consist of complex facies such as microbialites, coquinas, and intraclastic deposits.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
pre-salt section,Stratigraphic Succession,rdfs:subClassOf,Stratigraphic Unit,False,"Pre-salt section is a stratigraphic succession of Barremian-Aptian age that encompasses the rift and sag basin stages deposited prior to the extensive Aptian salt layer in the South Atlantic passive margin basins. This interval, particularly prominent in the Santos and Campos basins offshore Brazil, is characterized by unique lacustrine carbonate deposits, such as coquinas and microbialites, which form world-class hydrocarbon reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
pre-salt succession,Stratigraphic Succession,rdfs:subClassOf,Stratigraphic Unit,False,"Pre-salt succession is a stratigraphic sequence of sedimentary and volcanic rocks that is bounded by the crystalline basement at its base and the overlying Aptian evaporite layer at its top. This Lower Cretaceous succession was deposited in a continental lacustrine system during the rift-to-sag transition associated with the breakup of Gondwana, and it contains the prolific non-marine carbonate reservoirs of the Brazilian margin.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
rift section,Stratigraphic Succession,rdfs:subClassOf,Stratigraphic Unit,False,"Rift section is a stratigraphic succession that comprises the sedimentary and volcanic rocks deposited during the initial extensional tectonic phase of a basin's evolution. In the context of the Brazilian Pre-Salt basins, this succession spans from the Hauterivian to the Aptian and is typically divided into a lower volcanic-dominated phase (syn-rift I) and an upper lacustrine phase (syn-rift II). The syn-rift II phase contains the primary source rocks and significant carbonate reservoirs of the Pre-Salt petroleum system.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
depositional sequence,sedimentary sequence,rdfs:subClassOf,Stratigraphic Unit,False,"A depositional sequence is a relatively conformable and genetically related succession of strata that is bounded at its top and base by unconformities or their correlative conformities. It represents a major depositional cycle recording long-term changes in accommodation space and sediment supply, often driven by tectonic activity and climatic shifts. In the Brazilian Pre-Salt, these sequences are identified using seismic and well log data and encompass key reservoir intervals, such as the lacustrine carbonates of the Barra Velha Formation, which are often capped by regional evaporite deposits.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
rift sequence,Tectono-Stratigraphic Unit,rdfs:subClassOf,Stratigraphic Unit,False,"A rift sequence is a tectono-stratigraphic sequence that is deposited in a basin during the active phase of continental rifting, typically within fault-bounded half-grabens. These sequences are often subdivided into multiple phases reflecting distinct stages of rifting and are bounded at the top by a major unconformity, such as the Top Rift Unconformity in the Santos Basin. Deposition typically evolves from sediment-starved conditions with localized depocenters to more widespread deposition that fills and heals the rift-related structural relief.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
regional seal,stratigraphic unit,rdfs:subClassOf,Stratigraphic Unit,False,"A regional seal is a laterally extensive, low-permeability stratigraphic unit that overlies a petroleum system and prevents the upward migration of hydrocarbons. In the Brazilian Pre-Salt, the regional seal is the thick evaporite sequence of the Ariri Formation, composed primarily of halite and anhydrite. This massive salt layer effectively traps hydrocarbons within the underlying lacustrine carbonate reservoirs of the Barra Velha Formation.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
sag section,Stratigraphic Succession,rdfs:subClassOf,Stratigraphic Unit,False,"Sag section is a stratigraphic succession that is deposited in a broad regional depression formed predominantly by thermal subsidence following the cessation of active mechanical rifting. In the Brazilian Pre-Salt, this succession represents a transitional tectonic phase and contains the primary Aptian lacustrine carbonate reservoir rocks, such as those of the Barra Velha and Macabu formations.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
pre-salt interval,Stratigraphic Succession,rdfs:subClassOf,Stratigraphic Unit,False,"Pre-salt interval is a Lower Cretaceous stratigraphic succession that comprises syn-rift and post-rift lacustrine sediments deposited in South Atlantic rift basins prior to the widespread deposition of the Aptian salt layer. It is commonly subdivided into a lower syn-rift section, characterized by wedge-shaped geometries, and an upper sag or late-rift section, characterized by more parallel and continuous layers. This interval contains the prolific lacustrine source rocks and microbial/bioclastic carbonate reservoirs that constitute the primary petroleum system of the Brazilian Pre-Salt.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
stratigraphic unit,Body of Rock,rdfs:subClassOf,Stratigraphic Unit,False,"A stratigraphic unit is a body of rock strata that is defined and identified by its distinct lithological or physical characteristics and is bounded by recognizable surfaces, such as unconformities or sequence boundaries. These units can be formally named, such as formations, or informally designated for local correlation, and serve as the fundamental building blocks for constructing stratigraphic frameworks to map the distribution of depositional systems.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000001
reservoir interval,stratigraphic unit,rdfs:subClassOf,Stratigraphic Unit,False,"A reservoir interval is a vertical subdivision of a reservoir rock formation that is defined by a specific set of geological, petrophysical, or geophysical properties and bounded by distinct upper and lower surfaces. It is characterized by a relatively homogeneous set of attributes, such as lithofacies, porosity, permeability, or diagenetic alteration, which distinguish it from adjacent rock units. A larger reservoir body may be composed of multiple intervals with varying quality, ranging from highly productive zones to tight, non-productive flow barriers.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
mega-sequence,Tectono-Stratigraphic Unit,rdfs:subClassOf,Stratigraphic Unit,False,"A mega-sequence is a large-scale tectono-stratigraphic unit that represents a major phase of a basin's evolution, such as the rift, post-rift, or drift stages. In the context of the Santos Basin, each mega-sequence comprises multiple geological formations and is bounded by major unconformities reflecting significant changes in the tectonic regime. The three primary mega-sequences recognized in the basin's evolution are the rift, post-rift (sag), and drift.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
pre-salt sequence,Tectono-Stratigraphic Unit,rdfs:subClassOf,Stratigraphic Unit,False,"Pre-salt sequence is a tectono-stratigraphic succession that comprises the Early Cretaceous sedimentary and volcanic rocks deposited during the breakup of Gondwana, stratigraphically positioned between the underlying crystalline basement and the overlying regional evaporite layer. This succession encompasses the rift and sag depositional phases within extensive lacustrine systems and includes the main carbonate reservoir intervals, such as the Barra Velha Formation, as well as underlying siliciclastic and volcanic units.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
upper rift,Tectono-Stratigraphic Unit,rdfs:subClassOf,Stratigraphic Unit,False,"Upper rift is a tectono-stratigraphic interval of the pre-salt succession in the Santos Basin that represents a phase of continued crustal thinning and reduced subsidence following the initial lower rift phase. This interval encompasses the deposition of the Itapema and Lower Barra Velha Formations, which contain significant coquina and microbialite reservoir rocks, and is capped by the regional Top Rift Unconformity.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
supersequence,Tectono-Stratigraphic Unit,rdfs:subClassOf,Stratigraphic Unit,False,"A supersequence is a primary tectono-stratigraphic unit that comprises a genetically related succession of depositional sequences bounded by major unconformities and their correlative conformities. In the context of the Brazilian Pre-Salt, supersequences represent the highest-order stratigraphic subdivision and correspond to major basin evolution phases, such as the syn-rift, post-rift, and drift stages.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
post-rift sequence,supersequence,rdfs:subClassOf,Stratigraphic Unit,False,"A post-rift sequence is a stratigraphic supersequence that was deposited during the thermal subsidence or sag phase that follows the main continental rifting stage. In the Brazilian Pre-Salt context, this sequence is primarily composed of the lacustrine carbonates of the Barra Velha Formation, which constitute the main reservoirs, and the overlying evaporites of the Ariri Formation, which form the regional seal. The deposition is characterized by an aggradational filling pattern that heals the residual rift topography as the basin transitions toward a passive margin.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
carbonate sequence,Stratigraphic Succession,rdfs:subClassOf,Stratigraphic Unit,False,"A carbonate sequence is a stratigraphic succession that is predominantly composed of carbonate rocks deposited within a specific geological time interval and depositional setting. In the Brazilian Pre-Salt, this term refers to the Aptian-age succession of lacustrine to transitional carbonates, characterized by microbial facies and bounded at its top by the base of the overlying evaporites.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
sedimentary sequence,sequence,rdfs:subClassOf,Stratigraphic Unit,False,"A sedimentary sequence is a succession of genetically related strata that is deposited during a complete cycle of change in accommodation space or sediment supply. It is bounded by unconformities or their correlative conformities, representing a fundamental unit in sequence stratigraphy for analyzing depositional history. In the context of the Brazilian Pre-Salt, the term often refers to major tectono-stratigraphic packages, such as the rift, transitional, and drift sequences, which record the basin's evolution.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
sequence,stratigraphic unit,rdfs:subClassOf,Stratigraphic Unit,False,"A sequence is a succession of strata that is deposited during a full cycle of variation in accommodation or sediment supply and is bounded by stratigraphic surfaces of the same genesis. It is characterized by a complete cycle of facies stacking pattern variation and is considered a fundamental, mappable unit in sequence stratigraphy. In the Brazilian Pre-Salt, sequences are defined at multiple scales, from high-resolution reservoir intervals to first-order successions related to major tectonic stages of rifting.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
post-rift supersequence,supersequence,rdfs:subClassOf,Stratigraphic Unit,False,"A post-rift supersequence is a tectono-stratigraphic supersequence that was deposited during the thermal subsidence or sag stage of a basin's evolution, following the cessation of active crustal extension. In the Brazilian Pre-Salt, this supersequence overlies the syn-rift deposits and is characterized by an aggradational filling pattern, comprising lacustrine carbonates, clastics, and a capping succession of evaporites. These evaporites, such as the Retiro Formation, form the regional seal for the underlying hydrocarbon reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
Tectono-Stratigraphic Unit,stratigraphic unit,rdfs:subClassOf,Stratigraphic Unit,True,A Tectono-Stratigraphic Unit is a stratigraphic unit whose boundaries are defined by major tectonic events.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
Stratigraphic Succession,stratigraphic unit,rdfs:subClassOf,Stratigraphic Unit,True,A Stratigraphic Succession is a stratigraphic unit composed of a series of strata arranged in a chronological order.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
rock,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Rock is a naturally occurring solid aggregate that is composed of one or more minerals or mineraloids. Within the Brazilian Pre-Salt, these are predominantly lacustrine carbonates classified by depositional texture, diagenesis, and petrophysical properties to assess their reservoir quality.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
sedimentary rock,rock,rdfs:subClassOf,Sedimentary Rock,False,"Sedimentary rock is a type of rock that is formed by the accumulation, deposition, and subsequent cementation of mineral or organic particles at or near the Earth's surface. In the Brazilian Pre-Salt, these rocks form thick sequences, including both lacustrine carbonates and marine clastics, which constitute the primary hydrocarbon reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
reservoir rock,rock,rdfs:subClassOf,Sedimentary Rock,False,"Reservoir rock is a subsurface rock unit that possesses sufficient porosity and permeability to store and transmit fluids. In the Brazilian Pre-Salt, these are predominantly lacustrine carbonates, such as bioclastic limestones (coquinas), shrubstones, and spherulitestones, whose reservoir properties are highly heterogeneous and strongly controlled by diagenetic processes.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
source rock,sedimentary rock,rdfs:subClassOf,Sedimentary Rock,False,"Source rock is an organic-rich sedimentary rock that has generated or is capable of generating and expelling hydrocarbons upon thermal maturation. In the Brazilian Pre-Salt, the primary source rocks are organic-rich shales of the Itapema and Barra Velha formations, deposited in a lacustrine rift setting and containing oil-prone Type I kerogen.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
continental siliciclastic,sedimentary rock,rdfs:subClassOf,Sedimentary Rock,False,"Continental siliciclastic is a class of sedimentary deposit or rock that is composed predominantly of silicate minerals and rock fragments derived from the erosion of land areas and deposited in non-marine environments. In the context of the Brazilian Pre-Salt, these deposits typically consist of quartz, feldspar, mica, and clay minerals sourced from basement rocks and are characteristic of the rift phase, often occurring interbedded or mixed with lacustrine carbonates.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
sandstone,continental siliciclastic,rdfs:subClassOf,Sedimentary Rock,False,"Sandstone is a siliciclastic sedimentary rock that is composed of sand-sized grains, typically ranging from fine to coarse and often exhibiting current laminations. In the context of Pre-Salt basins, sandstones are commonly deposited in fluvial, alluvial fan, and fan delta systems, sometimes containing mollusk shells which indicate episodic siliciclastic input into a lacustrine environment.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
conglomerate,continental siliciclastic,rdfs:subClassOf,Sedimentary Rock,False,"Conglomerate is a clastic sedimentary rock that is composed of rounded to subrounded clasts larger than 2 millimeters in diameter, cemented within a finer-grained matrix. In Pre-Salt sequences, these rocks are often deposited in fluvial to alluvial fan environments associated with tectonic uplift and contain a heterogeneous mix of clasts, including basement gneiss, basalt, limestone, and intraformational silica.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
siltstone,continental siliciclastic,rdfs:subClassOf,Sedimentary Rock,False,"Siltstone is a sedimentary rock that is characterized by a dominant grain size of silt particles, which in the Pre-Salt context can be siliciclastic, carbonate (calcisiltite), or a hybrid mixture. The siliciclastic variety is primarily composed of K-feldspar, quartz, and mica, and may appear massive or with plane-parallel lamination. These rocks are often found as thin beds intercalated within larger carbonate units, representing deposition from gravitational flows in a lacustrine setting.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
breccia,continental siliciclastic,rdfs:subClassOf,Sedimentary Rock,False,"Breccia is a clastic rock that is composed of angular to subangular fragments of pre-existing rock cemented together in a finer-grained matrix. In the Brazilian Pre-Salt, breccias are formed by diverse mechanisms including gravitational slope collapse, fault-related brittle failure, and hydrothermal or karst-related diagenesis, often creating highly permeable reservoir intervals.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
shale,continental siliciclastic,rdfs:subClassOf,Sedimentary Rock,False,"Shale is a fine-grained siliciclastic sedimentary rock that is composed of clay and silt-sized particles, characterized in the Pre-Salt context by its very low permeability. Within the lacustrine Pre-Salt succession, these rocks are identified by high gamma-ray log responses and act as significant vertical permeability barriers. These shale layers, such as the Jiquiá shales, can cause reservoir compartmentalization by separating hydrocarbon-bearing zones.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
organic-rich shale,shale,rdfs:subClassOf,Sedimentary Rock,False,"Organic-rich shale is a fine-grained sedimentary rock that is characterized by a high content of organic matter and functions as a primary hydrocarbon source rock in lacustrine rift systems. Deposited in deep, anoxic, profundal lake environments, these rocks typically contain amorphous kerogen with high hydrogen indexes, making them the main source for the Pre-Salt petroleum systems. In the Santos Basin, they are prominent within the Piçarras and Itapema formations and often exhibit a high gamma-ray log response.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
