Term,RAG_Context_Used,Category,Reasoning,NLD
post-rift supersequence,True,Stratigraphic Unit,"It is a tectonostratigraphic rock succession bounded and subdivided within basin fill, matching a stratigraphic unit.","Post-rift supersequence is a tectonostratigraphic supersequence that records basin filling after the rift phase under dominant thermal subsidence, commonly as a sag-stage, aggradational succession that progressively heals residual relief on rift-related structures. In the Brazilian Pre-Salt of the Campos Basin, it overlies the regional Pre-Alagoas unconformity, includes the upper Lagoa Feia Group, is subdivided into Post-Rift I and Post-Rift II, and is capped by subaerial exposure and erosion preceding evaporite deposition."
ultra-deep water,True,site,It denotes a depth-defined offshore spatial setting above the reservoirs rather than a rock body or process.,"Ultra-deep water is an offshore bathymetric setting that occurs at very large ocean depths, typically greater than about 1,500 m, above many giant Brazilian pre-salt reservoirs. In the pre-salt context, the term refers to the present-day Atlantic water depth of fields in the Santos and Campos basins, not to the original lacustrine depositional depth of the Aptian carbonate rocks."
spherulitite,True,Sedimentary Rock,"It is explicitly defined as a carbonate rock composed predominantly of spherulites, fitting sedimentary rock.","Spherulitite is a carbonate rock that consists predominantly of spherulites, which are spherical to sub-spherical fibro-radial calcite aggregates. In the Brazilian Pre-Salt, especially the Barra Velha Formation, it commonly occurs as spherulitic grainstone, packstone, or wackestone, and its spherulites typically show radial extinction and may be dolomitized, recrystallized, or locally silicified."
bathymetry,True,Dimension,"It quantifies water depth as numerical depth values, which is a one-dimensional quality of a subaqueous setting.","Bathymetry is a measure of subaqueous topography that quantifies water depth below lake level across a depositional surface. In the Brazilian Pre-Salt lacustrine carbonates, bathymetry is commonly represented as positive depth values and is a key control on wave energy, wave base, carbonate growth rates, mud precipitation, and the distribution of facies in stratigraphic forward models."
reservoir architecture,True,Geological Structure,"It describes the three-dimensional arrangement and connectivity of reservoir components, fitting GeoCore's notion of internal geological structure.","Reservoir architecture is a geological framework that describes the three-dimensional arrangement and connectivity of reservoir facies, stratigraphic surfaces, faults, and nonmatrix permeability features that control compartmentalization and fluid flow. In the Brazilian Pre-Salt, it is commonly analyzed at the scale of third-order sequences and is strongly influenced by depocenter geometry, facies distribution, fault juxtaposition against salt, and excess-permeability elements such as vugs, caves, fractures, and fault damage zones."
diagenetic alteration,True,Geological Process,It is a post-depositional process that modifies carbonate sediments and rocks through fluid-rock interaction.,"Diagenetic alteration is a post-depositional process that modifies the mineralogical, textural, and geochemical properties of carbonate sediments and rocks through fluid-rock interaction during shallow to deep burial. In the Brazilian Pre-Salt, it commonly includes dissolution, dolomitization, silicification, pressure solution and cementation, and may involve hydrothermal overprints linked to faults or reactive freshwater influxes. These changes can overprint primary depositional fabrics and geochemical signatures and strongly control reservoir porosity and permeability."
rift stage,True,Geological Time Interval,"It is defined as a tectono-stratigraphic stage, i.e. a basin-evolution interval during which extension, faulting, and characteristic deposition occurred.","Rift stage is a tectono-stratigraphic stage that records active crustal extension, normal faulting, and mechanically driven differential subsidence during basin formation. In the Brazilian pre-salt context, it comprises structurally controlled deposition in grabens and half-grabens, typically including coarse siliciclastics, shales, and lacustrine carbonate deposits arranged as growth strata before the rift-transition and post-rift stages."
angular unconformity,True,Geological Boundary,It is a stratigraphic surface that truncates older strata and separates them from younger overlying beds.,"Angular unconformity is a stratigraphic unconformity that truncates older tilted or deformed strata and is overlain by younger beds with a different, commonly more subparallel, orientation. In the Brazilian Pre-Salt, it typically marks the mid-pre-salt or Pre-Alagoas surface, separating divergent syn-rift lower pre-salt reflections from subparallel upper pre-salt deposits; it is most evident on structural highs and may pass laterally into a correlative conformity over rift depocentres."
dark shale,True,Sedimentary Rock,"It is described as an organic-rich shale rock type, which fits a sedimentary rock.","Dark shale is a fine-grained shale that is dark because it contains significant organic matter and that, in the Brazilian pre-salt, commonly occurs interbedded with coquinas in the Itapema Formation. In the Santos Basin, these black to dark shales are important mainly as source rocks and, locally, as sealing intervals such as the highly radioactive Jiquiá Member at the top of the Itapema Formation."
neobarremian,True,Geological Time Interval,The NLD defines it as a chronostratigraphic time span in the Early Cretaceous.,"Neobarremian is a chronostratigraphic interval that corresponds to the late part of the Barremian Stage in the Early Cretaceous. In the Brazilian pre-salt, it denotes the time span during which major subsalt reservoir rocks, especially those of the Itapema Formation and Barra Velha Formation, began to be deposited in lacustrine rift settings."
oceanic crust,True,Body of Rock,It is a discrete crustal rock body formed by seafloor spreading and recognizable in a geological setting.,"Oceanic crust is the mafic crustal domain that forms by seafloor spreading and accretion during continental breakup, marking the transition from rifting to a passive-margin drift stage. In the Brazilian Pre-Salt context, its generation records the onset of oceanic spreading, and the cooling of the newly formed crust drives the long-wavelength post-rift subsidence that controls basin evolution and reservoir burial."
sururu field,True,site,"An oil field is a located subsurface area that contains reservoirs and traps, which fits a BFO site.","Sururu Field is a Brazilian pre-salt oil field that is located on the Santos External High in the northern Santos Basin and contains Mid- to Late Aptian lacustrine carbonate reservoirs of the Lower Barra Velha Formation. Its reservoirs are dominantly fine-grained, mud-rich, low-permeability carbonates deposited on the crest of an NW-trending horst and compartmentalized by low-displacement normal faults and relay-ramp systems that create segmented structural highs and stratigraphic-structural traps."
carbonate mud,True,Sediment,The NLD explicitly describes it as a fine-grained carbonate sediment.,"Carbonate mud is a fine-grained carbonate sediment that occurs as matrix between larger grains or as discrete beds in Pre-Salt lacustrine carbonates. In the Brazilian Pre-Salt, it commonly consists of micritic calcite and may also include clay minerals, dolomite, and silica, typically showing massive to millimetric laminated fabrics and local diagenetic replacement."
slope,True,Sedimentary Environment,It is described as an inclined depositional margin setting within a lacustrine carbonate system where specific sedimentary processes occur.,"Slope is an inclined margin surface that connects a structural or depositional high to an adjacent lower area in a lacustrine carbonate system. In the Brazilian Pre-Salt, slopes are commonly imaged on seismic data as clinoforms and inclined reflectors along tilted fault blocks, ranging from low-angle dip slopes to steeper scarp slopes, and they may localize channels, collapse scars, and mass-transport deposits."
microfracture,True,Geological Structure,"The NLD defines a brittle internal discontinuity in the rock fabric, which is a structural arrangement of the geological object.","Microfracture is a small-scale brittle fracture that forms a narrow discontinuity within or across grains and carbonate fabrics at thin-section to micro-CT scale. In the Brazilian pre-salt carbonates, it commonly appears as isolated intragranular or fabric-cutting porosity, may be open, partially open, or cemented, and can locally increase permeability when microfractures are connected through the rock."
growth framework porosity,True,Geological Structure,It denotes a specific internal pore-space arrangement within the carbonate growth fabric rather than a separate material body.,"Growth framework porosity is a primary fabric-selective pore type that occupies the spaces between carbonate shrubs, spherulites, and their branches within the original depositional growth framework. In Brazilian Pre-Salt shrubstone-dominated reservoirs, it is commonly enhanced by dissolution but may be partially to completely occluded by dolomite or silica cements; in reworked calcirudites, it commonly occurs within porous shrub clasts."
calcimudstone,True,Sedimentary Rock,"The NLD directly defines it as a fine-grained carbonate rock, which fits GeoReservoir's Sedimentary Rock.","Calcimudstone is a fine-grained carbonate rock that consists predominantly of clay-grade calcite smaller than 0.004 mm. In the Brazilian Pre-Salt, it commonly occurs as dark micritic, massive to laminated laminae or beds, locally containing trace silt-size calcite, quartz, feldspar, and white mica and interlayered with calcisiltite and hybrid facies."
hydraulic flow unit,True,Body of Rock,It is described as a reservoir zone or rock volume recognized as a discrete subdivision based on similar flow properties.,"Hydraulic flow unit is a reservoir subdivision that comprises a zone or rock volume with sufficiently similar petrophysical and pore-throat characteristics to exhibit comparable fluid-flow behavior. In Brazilian pre-salt carbonates, HFUs are used to cluster intervals with similar grain size, texture, cementation, porosity, and permeability, helping represent reservoir heterogeneity and quality."
chemical compaction,True,Geological Process,It is explicitly described as a diagenetic process that alters rock by pressure-solution and cement redistribution.,"Chemical compaction is a diagenetic compaction process that reduces pore space by pressure-solution of carbonate material at grain contacts and along stylolitic seams, followed by redistribution and cementation of the dissolved constituents. In Brazilian Pre-Salt lacustrine carbonates, it is mainly a mesodiagenetic process associated with stylolites and pore-filling calcite cements, which commonly diminishes primary porosity and permeability."
dawsonite,True,Earth Material,The NLD describes it as an authigenic carbonate mineral phase occurring as natural solid geological matter in the reservoir.,"Dawsonite is an accessory authigenic carbonate mineral that consists of sodium aluminum carbonate hydroxide and occurs in Brazilian Pre-Salt reservoirs as a sparse late-diagenetic phase associated with fluorite, barite/celestite, sulfides, goyazite, and dolomite. In Aptian lacustrine carbonates of the Santos and Campos basins, it is typically detected by XRD or EDS in trace to very minor amounts, commonly below 5 wt.%, as part of the accessory mineral paragenesis."
camburi group,True,Lithostratigraphic Unit,It is explicitly defined as a lithostratigraphic group comprising a mapped post-salt rock succession.,"Camburi Group is a lithostratigraphic group that comprises Albian to Cenomanian post-salt marine siliciclastic and carbonate deposits of the drift phase above the Ariri evaporites in the Santos Basin. In the Brazilian Pre-Salt framework, it forms part of the passive-margin succession overlying the regional salt seal and marks the marine stage established after deposition of the pre-salt lacustrine reservoirs."
laminated mudstone,True,Sedimentary Facies,The NLD explicitly describes it as a carbonate mudstone facies characterized by lamination and related sedimentological attributes.,"Laminated mudstone is a carbonate mudstone facies that displays fine to millimetric, commonly crinkly lamination formed by alternating calcitic-dolomitic mud layers with darker organic-rich, locally siliciclastic or dolomitic laminae. In the Brazilian pre-salt, especially the Barra Velha Formation, it commonly includes peloids or micropeloids, ostracods, local silica or chert laminae, and partial dolomitization, and it may preserve fenestral as well as intercrystalline-to-vugular or dissolution-related porosity."
itamambuca group,True,Lithostratigraphic Unit,It is a named group-level stratigraphic rock unit forming the uppermost part of the basin succession.,"Itamambuca Group is a stratigraphic group that forms the youngest, uppermost part of the drift-phase succession in the Santos Basin, deposited from the Danian to Recent in a marine setting. It records the final stage of post-rift basin deepening during Atlantic opening and is characterized by a prograding depositional system with well-developed slope clinoforms and basinward advance of the platform break, comprising siliciclastic and carbonate rocks above the pre-salt interval."
namibe basin,True,Basin,The NLD directly identifies it as a marginal sedimentary basin where sediments accumulated during rifting and sag.,"Namibe Basin is a South Atlantic marginal sedimentary basin that developed on the southwest African margin during Early Cretaceous rifting and sag and forms part of the conjugate Santos–Namibe basin system. In pre-salt studies, it is important because it preserves Aptian lacustrine carbonate successions and associated diagenetic and hydrothermal records that are commonly compared with those of the Brazilian Santos Basin."
frade group,False,Lithostratigraphic Unit,It is explicitly described as a lithostratigraphic group containing Lower Cretaceous syn-rift to sag deposits.,"Frade Group is a lithostratigraphic group that has been used locally for Lower Cretaceous continental to lacustrine deposits related to the syn-rift to early sag evolution of Brazil’s offshore marginal basins. In the context of Pre-Salt petroleum systems, it denotes strata that may include siliciclastic, coquina, and carbonate intervals associated with the buildup of the reservoir succession below the salt, although the term is less commonly used than Guaratiba Group or Lagoa Feia Group in regional studies."
wackstone,True,Sedimentary Rock,"The NLD describes a mud-supported carbonate with grains in a muddy matrix, which is a standard sedimentary rock type.","Wackstone is a mud-supported carbonate facies that contains more than 10% grains, typically ostracod bioclasts and reworked fragments of shrubs, peloids, and spherulites, dispersed within a muddy matrix. In the Brazilian Pre-Salt, it is commonly fine grained, matrix supported, and either massive or plane-parallel laminated at core scale, with a finely laminated muddy matrix in thin section, and it commonly records low-energy intervals marking the return to more normal lacustrine conditions after stressful or storm-related events."
claystone,True,Sedimentary Rock,The NLD explicitly defines it as a fine-grained sedimentary rock composed predominantly of clay-sized particles.,"Claystone is a fine-grained sedimentary rock that is composed predominantly of clay-sized particles and, in the Brazilian Pre-Salt, commonly corresponds to stevensitic Mg-claystone within lacustrine carbonate successions. It typically occurs as laminated to massive, locally spherulite-rich facies and may also be reworked as intraclasts or as a clay matrix in hybrid carbonate rocks. In Pre-Salt reservoirs, its pore system and reservoir quality are commonly modified by dolomitization, silicification, and matrix dissolution."
fascicular calcite crust,True,Sedimentary Rock,"The NLD describes a preserved lacustrine carbonate crust of calcite aggregates, fitting a specific sedimentary rock type.","Fascicular calcite crust is a lacustrine carbonate crust that consists of shrub-like, vertically to near-vertically growing fascicular-optic to radial-fibrous non-magnesian calcite aggregates encrusting the water-sediment interface. In the Brazilian Pre-Salt, it commonly forms laminated to palisade crusts interbedded with Mg-silicates, siliciclastic mud, or peloidal laminae and constitutes one of the main reservoir facies of the sag section. Its fibrous crystalline fabric is interpreted mainly as an abiotic chemical precipitate, although it is commonly modified by recrystallization, dolomitization, and silicification."
hybrid form,True,Geological Object,"The NLD defines a discrete carbonate grain with its own morphology and growth features, which fits a geological object.","Hybrid form is a transitional carbonate grain that combines morphological features of spherulites and crystal shrubs. In Brazilian pre-salt lacustrine carbonates, it typically has a spherical base, asymmetric cross-shaped figures under crossed polarized light, and elongate to branched growth perpendicular to bedding, reflecting precipitation under physicochemical conditions intermediate between low-energy spherulitic settings and more energetic, supersaturated shrubby settings."
hydrocarbon reservoir,True,Body of Rock,The NLD explicitly describes a subsurface rock body that stores and transmits hydrocarbons.,"Hydrocarbon reservoir is a subsurface rock body that contains and transmits accumulated hydrocarbons because it has sufficient porosity, permeability, and trapping conditions. In the Brazilian Pre-Salt, these reservoirs are commonly lacustrine carbonate bodies whose quality and connectivity are strongly controlled by depositional facies, diagenetic alteration, fractures, vugs, and compartmentalization."
early aptian,True,Geological Time Interval,"It is explicitly defined as the initial part of the Aptian Stage, which is a geologic time interval.","Early Aptian is a geologic time interval that denotes the initial part of the Aptian Stage of the Early Cretaceous and, in the Brazilian Pre-Salt, corresponds to the late-rift to sag transition marked by deposition of Itapema coquinas and organic-rich mudstones, with some correlations placing the onset of major South Atlantic evaporite deposition in this interval. In the Santos and Campos basins, it is associated with decreasing tectonic activity, increasing thermal subsidence, and strata deposited immediately before the Pre-Alagoas Unconformity and overlying salt-bearing succession."
rift section,True,Stratigraphic Unit,It is a tectonostratigraphic rock interval distinguished by its position and by recording the syn-rift phase of basin evolution.,"Rift section is a tectonostratigraphic interval that records the active extensional phase of a basin, including syn-rift volcanic rocks and overlying fluvial-lacustrine sediments deposited before the post-rift carbonates and evaporites. In the Brazilian Pre-Salt, it is divided into Syn-rift I and II, with the former corresponding to the Camboriú volcanic basement and the latter containing Piçarras source rocks and carbonate reservoir facies such as bioclastic grainstones, rudstones, stevensitic ooidal arenites, and dolostones."
in situ facies,True,Sedimentary Facies,"The NLD explicitly describes a carbonate facies defined by depositional mode, fabric, and composition in a lacustrine setting.","In situ facies is a carbonate facies that forms essentially in place by the precipitation of calcite shrubs and/or spherulites within muddy sediment, rather than by grain transport and reworking. In the Brazilian pre-salt, it is composed of microcrystalline calcite and clay-rich mud mixed with fascicular calcite shrubs and calcite spherulites, and it is commonly classified by the dominant component, such as shrubby or spherulitic facies, in relatively low-energy lacustrine zones."
micropore,True,site,"A micropore is a tiny pore space within rock, i.e., an immaterial cavity bounded by surrounding carbonate material.","Micropore is a submicron reservoir pore that, in Brazilian pre-salt carbonates, typically has a diameter of about 0.125 to 0.5 µm. It commonly occurs as dissolution-related intraparticle porosity within calcitic shrubs or as residual pore space between insoluble infillings in karst-modified cavities, and it is often associated with more intensely cemented, restricted pore systems."
silica precipitation,True,Geological Process,It is described as a mineral-forming process that precipitates authigenic silica and modifies pre-salt carbonates.,"Silica precipitation is a mineral-forming process that converts dissolved silica into authigenic chalcedony or quartz within pre-salt lacustrine carbonates, commonly as concordant layers, tabular to irregular bodies, or replacement of earlier Mg-clays and host carbonate fabrics. In the Brazilian Pre-Salt, it is commonly interpreted as penecontemporaneous with sedimentation or as early diagenetic (eogenetic/eodiagenetic), likely favored by freshening episodes and reduced lake alkalinity, although some disseminated silica formed during later diagenetic or hydrothermal stages."
syn-rift phase,True,Geological Time Interval,"It denotes a tectono-stratigraphic stage, i.e., a bounded interval of geological time during which active rifting occurred.","Syn-rift phase is a tectono-stratigraphic stage that corresponds to active continental rifting, during which lithospheric stretching, normal faulting, and block rotation form grabens and half-grabens that govern deposition before continental breakup. In the Brazilian pre-salt, it is commonly subdivided into distinct rift phases and includes magmatic activity as well as the accumulation of volcanic rocks, organic-rich fluvial-lacustrine sediments, and early carbonate deposits such as those of the Camboriú, Piçarras, and Itapema formations."
intraclastic deposit,True,Sedimentary Rock,"It describes a reworked carbonate deposit made of intraclast grains, commonly occurring as grainstones or rudstones in reservoir intervals.","Intraclastic deposit is a reworked carbonate deposit that is composed predominantly of intraclasts eroded from earlier in situ lacustrine carbonates, especially spherulitic, fascicular shrub, shrubstone, and laminated facies, and redeposited within the pre-salt sag succession. In the Brazilian Pre-Salt, these deposits commonly record multicycle reworking, are frequently intercalated with in situ deposits, and may occur as intraclastic grainstones or rudstones that form important reservoir intervals."
structural domain,True,site,"It is a spatial subdivision of a basin defined by coherent structural style, so it fits an immaterial region determined relative to geological bodies.","Structural domain is a structural subdivision of a basin that is distinguished from adjacent areas by a coherent fault pattern, geometry, and deformation style. In the Brazilian pre-salt, structural domains commonly include horsts, grabens, half-grabens, or deep and shallow faulted sectors, and they control depocenter distribution, accommodation-zone development, sedimentary facies, reservoir quality, and fluid connectivity."
relay ramp,True,Geological Structure,It is a fault-related transfer structure defined by the geometric arrangement between overlapping normal-fault segments.,"Relay ramp is a fault-related transfer structure that forms between overlapping or stepping normal-fault segments to transfer displacement through an inclined intervening zone. In the Brazilian pre-salt, relay ramps are commonly associated with basement-controlled horst-graben architecture and accommodation zones, and their degree of preservation or rupture influences fault linkage, transverse fracturing and folding, and reservoir compartmentalization."
atafona formation,True,Formation,It is explicitly defined as a formal formation-level lithostratigraphic unit within the Lagoa Feia Group.,"Atafona Formation is a syn-rift lithostratigraphic unit of the lower Lagoa Feia Group that is composed mainly of lacustrine arenites and siltstones rich in ooids of stevensite, kerolite, and other syngenetic magnesian layer silicates deposited in alkaline lakes. In the northern Campos Basin, it belongs to the Syn-rift I succession together with the Cabiúnas and Itabapoana formations, and it is commonly difficult to distinguish from the Itabapoana Formation in seismic and well-log data."
cave,True,site,"It is an immaterial karstic cavity or open pore space bounded by carbonate rock, which fits a site.","Cave is a meter-scale karstic cavity that forms by dissolution in carbonate rock and creates open nonmatrix pore space. In the Brazilian Pre-Salt, caves are commonly recognized on borehole image logs as open cavities or borehole enlargements and are associated with severe to total drilling-fluid losses, very high permeability, and locally high production potential."
matrix dissolution,True,Geological Process,It is explicitly described as a diagenetic process that removes matrix from rock and modifies reservoir porosity.,"Matrix dissolution is a diagenetic process that selectively removes the fine-grained carbonate or Mg-clay matrix from a rock. In Brazilian Pre-Salt lacustrine carbonates, it commonly affects syngenetic Mg-clay or micritic matrices, creating matrix-dissolution porosity between dolomite rhombs and calcite or spherulitic components and generating laminar to vugular pore networks that can improve reservoir quality."
paleohigh,True,site,"It denotes an elevated paleo-topographic region defined relative to adjacent basin areas, which fits a site.","Paleohigh is a paleo-topographic high that remained relatively elevated during deposition, producing shallower bathymetry than adjacent flanks and basin lows. In the Brazilian Pre-Salt, especially in the Barra Velha Formation, paleohighs are reconstructed from seismic horizons and lithology-controlled paleobathymetry and commonly localize shrubstone-dominated facies with fringes of spherulitestone and locally reworked deposits."
fracture zone,True,Body of Rock,It is described as a discrete structural rock domain with higher fracture intensity than the surrounding host rock.,"Fracture zone is a structural rock domain that contains a concentrated network of fractures and therefore exhibits higher fracture intensity than the surrounding host rock. In the Brazilian Pre-Salt, fracture zones are commonly fault-related, occurring around major faults, near fault tips, or in soft-linkage areas between adjacent faults, where they strongly influence non-matrix porosity and fluid flow in carbonate reservoirs."
fluid flow,True,Geological Process,"It is explicitly defined as the movement of reservoir fluids through pores and fractures, which is a geological transport process.","Fluid flow is a reservoir transport process that describes the movement of fluids through the interconnected pore and fracture system of a rock in response to pressure gradients and fluid properties. In Brazilian pre-salt carbonates, it is mainly controlled by porosity, permeability, pore-throat geometry, mineralogy, texture, fractures, and stratigraphic heterogeneities, which can create vertical barriers and horizontal flow corridors and thereby govern production behavior."
paleotopography,True,Geological Boundary,"It denotes a depositional substrate surface at a specific geologic time, fitting a geological boundary.","Paleotopography is a reconstructed topographic surface that represents the relief and water-depth configuration of the depositional substrate at a specific geologic time. In the Brazilian Pre-Salt, it is commonly derived from seismic horizons and paleo-bathymetric normalization and used as a boundary condition in stratigraphic simulations, while also controlling facies distribution, structural highs, and zones prone to subaerial exposure and non-matrix porosity development."
meteoric water,True,Earth Fluid,It is a natural water volume derived from precipitation and circulating as surface water or groundwater.,"Meteoric water is a natural water that originates as atmospheric precipitation and, after runoff or infiltration, circulates as surface water or shallow groundwater. In Brazilian Pre-Salt lacustrine carbonate systems, it is typically more dilute and mildly acidic than lake water, so its influx can freshen the basin, lower salinity and alkalinity, and influence early diagenesis. After water-rock interaction, meteoric fluids may also become carbonate-saturated and feed fault-controlled spring or travertine systems."
drift super-sequence,True,Stratigraphic Unit,It is defined as a tectonostratigraphic super-sequence representing a basin-scale stratigraphic subdivision of deposits.,"Drift super-sequence is a tectonostratigraphic super-sequence that records the passive-margin stage of basin evolution after the post-rift evaporitic interval, marked by Atlantic opening, thermal subsidence, and fully marine sedimentation. In the Brazilian Pre-Salt of the Santos Basin, it is represented mainly by shallow-marine platform carbonates of the Guarujá Formation and deeper-water sediments, including siliciclastics, of the Itanhaém Formation. This succession reflects the transition from restricted lacustrine and evaporitic systems to open-marine deposition, locally accompanied by platform drowning."
illite,True,Earth Material,"It is a naturally occurring clay mineral constituent of rocks, fitting a solid earth material rather than a rock body or process.","Illite is a potassium-rich non-expanding clay mineral that occurs in Brazilian Pre-Salt carbonates as a minor phyllosilicate constituent, commonly as discrete illite or interstratified illite/smectite. In the Santos Basin it is typically detected in low abundances by XRD and may represent detrital clay or burial-related transformation products of earlier clay minerals."
rift super-sequence,True,Stratigraphic Unit,"It is defined as a tectono-stratigraphic super-sequence grouping syn-rift deposits, so it fits a stratigraphic unit.","Rift super-sequence is a tectono-stratigraphic super-sequence that groups the syn-rift deposits accumulated during active extensional faulting and fault-controlled lacustrine basin development in the Brazilian Pre-Salt. In the Santos Basin, it is mainly represented by the Camboriú, Piçarras, and Itapema formations, comprising basalts, continental siliciclastics, lacustrine coquinas, organic-rich shales, and locally talc-stevensite ooid-bearing intervals, with some interpretations also including the basal wedge of the Barra Velha Formation."
muddy spherulitestone,True,Sedimentary Facies,The NLD explicitly describes it as a carbonate facies characterized by distinctive sedimentological texture and composition.,"Muddy spherulitestone is an in situ spherulitic carbonate facies that contains about 70–90% spherulites and mud, with rounded, well- to moderately sorted spherulite grains embedded in a muddy matrix or arranged in centimetric spherulite-rich layers interlaminated with mud. It commonly occurs as coarse- to fine-grained, loosely to densely packed frameworks in Mg-silicate or carbonate mud matrices, and densely packed layers may show interdigitated grain contacts and deformation of the spherulites."
passive-margin basin,True,Basin,"It is explicitly defined as a sedimentary basin, which is a sediment-accumulation site in the subsurface.","Passive-margin basin is a sedimentary basin that develops along a continental margin after rifting and continental breakup, with post-rift thermal subsidence controlling its drift-stage sedimentation. In the Brazilian pre-salt province, basins such as Santos and Campos evolved into passive-margin basins after the Early Cretaceous opening of the South Atlantic, accumulating Albian shallow-marine platform carbonates followed by deeper-water sediments."
thrombolite,True,Sedimentary Rock,It describes a microbial carbonate rock type characterized by a clotted internal fabric.,"Thrombolite is a microbialite that exhibits a clotted, commonly cryptocrystalline internal fabric instead of the well-defined lamination typical of stromatolites. In the Aptian Brazilian pre-salt, thrombolites are rare in situ microbial carbonates and are classified by their structure alongside stromatolites, dendrolites, and leiolites."
tachyhydrite,True,Earth Material,"It is an evaporite mineral substance, fitting a naturally occurring solid earth material rather than a rock body.","Tachyhydrite is a hydrated chloride evaporite mineral that is composed of calcium and magnesium chlorides and occurs locally within the Ariri Formation salt sequence of the Brazilian Pre-Salt. In the Santos Basin, it is a minor accessory evaporite associated with halite, anhydrite, carnallite, and sylvite, indicating highly concentrated brine conditions during Aptian salt deposition."
interparticle pore,True,site,"A pore is an immaterial void space between grains, matching a bounded three-dimensional site within the rock.","Interparticle pore is a pore space that occurs between adjacent grains, intraclasts, or other particles in a carbonate rock. In the Brazilian Pre-Salt, it is especially common in reworked facies such as calcirudites and calcarenites, where dissolution may enlarge it and bedding may organize it into stratified, concordant porosity. When these pores remain open and connected they commonly support high permeability, but they may also be partially or completely occluded by silica, dolomite, or anhydrite cement."
pore connectivity,True,quality,It is explicitly a petrophysical property expressing the degree of interconnection among pores in a rock.,"Pore connectivity is a petrophysical property that expresses the degree to which pores in a rock are interconnected to form continuous pathways for fluid flow. In Brazilian pre-salt carbonates, it is a key control on permeability because much of the connected network may reside in pores below CT-scan resolution, whereas dolomitization and silicification can generate closed or isolated pores that reduce connectivity."
carbonate dissolution,True,Geological Process,It is explicitly defined as a diagenetic process that removes carbonate minerals and generates secondary porosity.,"Carbonate dissolution is a diagenetic process that removes carbonate minerals from carbonate rocks through interaction with undersaturated or acidic fluids, generating secondary pores. In the Brazilian pre-salt, it commonly occurs during both eodiagenesis and mesodiagenesis, affecting features such as grainstones, shrubs, Mg-clays, and diagenetic minerals through meteoric exposure, tectonically controlled fluid flow, and locally hydrothermal CO2- or H2S-bearing fluids. Although it is the main mechanism for forming secondary porosity, its overall increase in pore volume and reservoir quality may be limited."
weathering,True,Geological Process,It is defined as a near-surface alteration process that chemically and physically modifies exposed carbonate rocks.,"Weathering is a near-surface alteration process that modifies exposed carbonate rocks through chemical, physical, and biogenic reactions during subaerial exposure, commonly obliterating the original rock texture. In the Brazilian pre-salt, it is expressed as weathering profiles or paleosol-like intervals developed on exposed shallow-lake or structural-high deposits, typically showing fine-grained granular fabric, possible root marks, common dolomitization and silicification, and locally sharp contacts with the underlying unweathered rock."
accommodation zone,True,Geological Structure,"It is a deformation transfer zone between overlapping fault segments, i.e., a structural arrangement within a rifted basin.","Accommodation zone is a zone of distributed deformation that accommodates strain between poorly connected, overlapping, or unsuccessfully linked rift fault segments, commonly expressed by opposing dip domains and increasing bed dips. In the Brazilian Pre-Salt syn-rift, accommodation zones function as intrabasin transfer or bypass areas that segment structural domains and influence depocentre continuity, facies distribution, and reservoir quality in lacustrine carbonates."
berriasian,False,Geological Age,It names a geochronologic age/stage used to date the earliest Cretaceous syn-rift interval.,"Berriasian is a chronostratigraphic stage and geochronologic age that defines the earliest part of the Cretaceous Period. In the Brazilian Pre-Salt context, it refers to an early syn-rift interval that predates the main Barremian–Aptian deposition of the lacustrine carbonate reservoirs such as the Itapema and Barra Velha successions."
carbonate shale,True,Sedimentary Rock,The definition explicitly describes a fine-grained fissile carbonate-bearing sedimentary rock.,"Carbonate shale is a fine-grained fissile sedimentary rock that contains a substantial carbonate component within laminated shale, typically deposited in low-energy deeper-water parts of a carbonate system. In the Brazilian Pre-Salt, it commonly becomes more abundant basinward from slope carbonates into basinal or profundal settings and generally behaves as a tight, nonreservoir to sealing facies that can compartmentalize adjacent carbonate reservoirs."
anticline,True,Geological Structure,An anticline is a fold geometry describing the structural arrangement of rock layers.,"Anticline is a structural fold that arches rock layers upward so that its flanks dip away from a hinge or axial zone. In the Brazilian Pre-Salt, anticlines commonly form elongated structural highs identifiable in seismic data and can influence facies distribution, fracture development, fluid migration, and hydrocarbon trapping."
aggradation,True,Geological Process,"It describes the upward accumulation and stacking of carbonate deposits, which is a depositional geological process.","Aggradation is a stratigraphic stacking pattern that builds carbonate deposits upward by predominantly vertical accumulation as accommodation is created, rather than mainly by basinward progradation. In the Brazilian Pre-Salt, it is expressed by the vertical stacking of seismic facies and the growth of mounded marginal build-ups or promontories, commonly linked to subsidence on rotating fault blocks and locally accompanied by backstepping or asymmetric margin growth."
granite,False,Rock,It is explicitly defined as an intrusive igneous rock composed mainly of quartz and feldspars.,"Granite is an intrusive igneous rock that crystallizes slowly at depth and is composed predominantly of quartz and feldspars, with minor micas and accessory minerals. In the Brazilian Pre-Salt, granite commonly refers to part of the crystalline basement underlying the Aptian carbonate succession, where its fracturing, weathering, or local reworking can influence sediment supply and reservoir architecture."
