Term,Parent_Term,Relationship_Type,Category,Is_Intermediate,NLD,FALLBACK,Category_IRI,Parent_IRI
interparticle pore,Pore,rdfs:subClassOf,site,False,"Interparticle pore is a pore space that occurs between adjacent grains, intraclasts, or other particles in a carbonate rock. In the Brazilian Pre-Salt, it is especially common in reworked facies such as calcirudites and calcarenites, where dissolution may enlarge it and bedding may organize it into stratified, concordant porosity. When these pores remain open and connected they commonly support high permeability, but they may also be partially or completely occluded by silica, dolomite, or anhydrite cement.",False,http://purl.obolibrary.org/obo/BFO_0000029,
Carbonate Mineral,Earth Material,rdfs:subClassOf,Earth Material,True,Carbonate Mineral is a mineral that is composed principally of carbonate anions combined with one or more cations.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
dolomite,Carbonate Mineral,rdfs:subClassOf,Earth Material,False,"Dolomite is a carbonate mineral that consists of calcium magnesium carbonate and commonly forms in Brazilian Pre-Salt lacustrine carbonates as a primary precipitate, a replacive diagenetic phase, or a pore-filling cement. In the Barra Velha and analogous pre-salt successions, it commonly occurs as rhombohedral, microcrystalline, lamellar, or saddle crystals, replacing calcite or Mg-clay and locally cementing pores, vugs, and fractures.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
calcite,Carbonate Mineral,rdfs:subClassOf,Earth Material,False,"Calcite is a carbonate mineral that is the crystalline calcium carbonate phase commonly present in Pre-Salt lacustrine carbonates as fascicular, spherulitic, blocky, or microcrystalline forms. In Brazilian Pre-Salt reservoirs, it occurs both as primary precipitates and as diagenetic cement or replacement, filling interparticle, intraparticle, vugular, and fracture porosity and locally replacing grains, peloids, and ooid envelopes.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
aragonite,Carbonate Mineral,rdfs:subClassOf,Earth Material,False,"Aragonite is a metastable calcium carbonate mineral that commonly constitutes the original mineralogy of shells and some lacustrine carbonate components in pre-salt reservoirs and is readily transformed by dissolution or neomorphism to calcite. In Brazilian pre-salt carbonates, the diagenetic fate of aragonitic bivalves, gastropods, and possible spherulitic constituents strongly influences moldic porosity, preservation of interparticle porosity, and reservoir permeability.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
silica,Earth Material,rdfs:subClassOf,Earth Material,False,"Silica is a silicon dioxide mineral phase that in the Brazilian Pre-Salt carbonates occurs as early replacive layers or bodies, pore-lining chalcedony cement, and late pore-filling quartz cement. In these reservoirs it commonly appears as microcrystalline silica, spherulitic chalcedony, and macrocrystalline quartz, and silicified intervals are commonly associated with nonmatrix features and locally with excess permeability.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
chalcedony,silica,rdfs:subClassOf,Earth Material,False,"Chalcedony is a microcrystalline silica phase that forms fibrous-radial, spherulitic, and botryoidal aggregates as syndepositional to diagenetic cement in pre-salt lacustrine carbonates. In the Brazilian Pre-Salt it commonly occurs in chert and silicified intervals, lining or partly filling pores, fractures, and vugs, and may locally replace the host rock, thereby affecting reservoir quality and permeability.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
quartz,silica,rdfs:subClassOf,Earth Material,False,"Quartz is a silica mineral that consists of crystalline SiO2 and, in Brazilian Pre-Salt carbonate reservoirs, commonly occurs as detrital grains or as diagenetic microcrystalline, prismatic, botryoidal, or macrocrystalline phases that replace carbonate minerals and grains or fill fractures and breccia matrices. It acts as a silica cement sourced internally from hybrid lithologies or externally from basement and arkosic units, and it can strongly modify reservoir quality by occluding or locally preserving pore space during replacement and fracture-related diagenesis.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
microquartz,quartz,rdfs:subClassOf,Earth Material,False,"Microquartz is a diagenetic silica phase that consists of quartz crystals smaller than 20 μm and commonly fills inter-aggregate, interparticle, and vugular pores or replaces carbonate fabric in pre-salt carbonates. In the Santos Basin pre-salt, it is the most frequent silica phase associated with pervasive silicification and is generally interpreted as a late eogenetic cement, commonly occurring with chalcedony and megaquartz.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
silica cement,silica,rdfs:subClassOf,Earth Material,False,"Silica cement is a diagenetic cement that precipitates as silica minerals, mainly chalcedony and micro- to macrocrystalline quartz, lining and filling interparticle pores, vugs, and fractures in Pre-Salt carbonate reservoirs. In the Brazilian Pre-Salt, it commonly occurs as pore-lining fringes or later pore-filling/drusy quartz, locally after earlier replacement phases, and may either partly preserve excess permeability or occlude pore space depending on its timing and abundance.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
Phyllosilicate Mineral,Earth Material,rdfs:subClassOf,Earth Material,True,Phyllosilicate Mineral is a mineral that has a sheet-silicate crystal structure.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
clay mineral,Phyllosilicate Mineral,rdfs:subClassOf,Earth Material,False,"Clay mineral is a fine-grained phyllosilicate mineral that constitutes the mud fraction of Brazilian Pre-Salt lacustrine carbonates and is commonly dominated by Mg-rich species such as kerolite, mixed-layer kerolite/Mg-smectite, Mg-smectite, and sepiolite. In the Barra Velha and related Aptian reservoirs, these minerals occur dispersed between siliciclastic grains or in very thin laminae, with minor illite, illite-smectite, kaolinite, and chlorite also present.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
stevensite,clay mineral,rdfs:subClassOf,Earth Material,False,"Stevensite is an aluminum-poor Ca-Mg smectitic clay mineral that precipitates from highly alkaline lacustrine waters, typically at pH greater than about 9, in pre-salt sag deposits. In Brazilian Pre-Salt carbonate systems, it commonly forms laminated clay-rich facies and may occur with calcitic spherulites or dolomite rhombs in low-energy, relatively deeper lake settings. It is commonly compacted and later partially dissolved or replaced by calcite or dolomite during diagenesis.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
kerolite,clay mineral,rdfs:subClassOf,Earth Material,False,"Kerolite is a magnesium-rich clay mineral that occurs as a principal authigenic Mg-clay in Aptian pre-salt lacustrine carbonate facies of the Santos Basin. In the Barra Velha reservoir succession, it is common in Mg-claystones, intraclastic grainstones, fascicular calcite crusts, and laminites, and its abundance generally increases upward into Units 2 and 1, reaching its highest proportions in Unit 1.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
talc,Phyllosilicate Mineral,rdfs:subClassOf,Earth Material,False,"Talc is a magnesium-rich phyllosilicate mineral that precipitates in the Brazilian pre-salt under highly alkaline lacustrine conditions, commonly as hydrated talc formed from Mg-rich silica gel at about pH 9 to 10. In the Barra Velha Formation it is characterized by low crystallinity and a defective turbostratic structure, and its late diagenetic transformation releases silica and magnesium that favor the precipitation of silica and dolomite.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
anhydrite,Earth Material,rdfs:subClassOf,Earth Material,False,"Anhydrite is an evaporite mineral that consists of anhydrous calcium sulfate and commonly forms dense, brittle basal layers of the Ariri Formation above the Barra Velha carbonates. In the Brazilian Pre-Salt, this layer marks the transition from lacustrine limestones to overlying evaporites and generates a strong positive seismic reflector because it has higher density and seismic velocity than halite, contributing to the regional sealing succession.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
halite,Earth Material,rdfs:subClassOf,Earth Material,False,"Halite is an evaporite mineral that consists of sodium chloride and commonly forms the dominant salt component of the Ariri Formation above the Brazilian Pre-Salt carbonates. In the Santos Basin, it is more ductile and plastic than anhydrite, so it flows during salt deformation to form thick salt bodies and diapirs. This halite-rich evaporite succession provides the regional seal over the Barra Velha reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
mg-clay,Earth Material,rdfs:subClassOf,Earth Material,False,"Mg-clay is a magnesium-rich clay mineral assemblage that forms part of the matrix of Brazilian pre-salt carbonate facies, commonly in association with calcite spherulites and dolomite. In the Santos Basin it consists mainly of Mg-smectitic clays, with rare sepiolite, and its dissolution or replacement by calcite can generate secondary porosity even though Mg-clay-rich facies are initially of low reservoir quality.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
organic matter,Earth Material,rdfs:subClassOf,Earth Material,False,"Organic matter is a sedimentary organic component that consists of preserved biological material and microbial extracellular polymeric substances incorporated into pre-salt lacustrine carbonates. In the Brazilian Pre-Salt, it commonly occurs as remnants in laminites and dark bands associated with microcrystalline calcite, dolomite, and microbial fabrics, and it may both concentrate trace elements in biofilms and later generate CO2 and organic acids during maturation.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
pyrite,Earth Material,rdfs:subClassOf,Earth Material,False,"Pyrite is an iron sulfide mineral that occurs as a common diagenetic product in Brazilian Pre-Salt rocks, forming cubic to micro- or macrocrystalline aggregates that fill fractures and veins or replace grains, matrix, and carbonate phases. In these carbonate reservoirs it is commonly associated with silica and dolomite, may develop in organic- and clay-rich rocks through thermochemical sulfate reduction, and fracture-filling pyrite can indicate remobilization during diagenesis.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
ReservoirFaciesRole,role,subClassOf,role,True,A role that is borne by a facies with pore-system architecture and petrophysical properties favorable for hydrocarbon storage and flow.,False,,
HydrocarbonReservoirRole,role,subClassOf,role,True,"A role that is borne by a subsurface body of rock that contains and transmits accumulated hydrocarbons because it has sufficient porosity, permeability, and trapping conditions.",False,,
SealRole,role,subClassOf,role,True,"A role that is borne by a body of rock that prevents or strongly retards the migration of hydrocarbons or other subsurface fluids, allowing their accumulation in a reservoir.",False,,
RegionalSealRole,role,subClassOf,role,True,A role that is borne by a basin-scale body of rock that laterally extends over reservoir rocks and prevents upward migration and leakage of hydrocarbons.,False,,
GroundwaterStorageAndTransmissionDisposition,disposition,subClassOf,disposition,True,A disposition that is borne by a body of rock and is realized when the rock stores and transmits groundwater through permeable or fractured rock.,False,,
HydrocarbonGenerationDisposition,disposition,subClassOf,disposition,True,A disposition that is borne by a sedimentary rock containing sufficient organic matter and realized in hydrocarbon generation during burial and thermal maturation.,False,,
HydrocarbonReservoirDisposition,disposition,subClassOf,disposition,True,A disposition that is borne by a sedimentary rock with sufficient porosity and permeability to store hydrocarbons and allow their flow through a subsurface reservoir.,False,,
