Term,NLD,Context_Used
ultra-deep water,"Ultra-deep water is an offshore bathymetric setting that occurs at very large ocean depths, typically greater than about 1,500 m, above many giant Brazilian pre-salt reservoirs. In the pre-salt context, the term refers to the present-day Atlantic water depth of fields in the Santos and Campos basins, not to the original lacustrine depositional depth of the Aptian carbonate rocks.",True
spherulitite,"Spherulitite is a carbonate rock that consists predominantly of spherulites, which are spherical to sub-spherical fibro-radial calcite aggregates. In the Brazilian Pre-Salt, especially the Barra Velha Formation, it commonly occurs as spherulitic grainstone, packstone, or wackestone, and its spherulites typically show radial extinction and may be dolomitized, recrystallized, or locally silicified.",True
bathymetry,"Bathymetry is a measure of subaqueous topography that quantifies water depth below lake level across a depositional surface. In the Brazilian Pre-Salt lacustrine carbonates, bathymetry is commonly represented as positive depth values and is a key control on wave energy, wave base, carbonate growth rates, mud precipitation, and the distribution of facies in stratigraphic forward models.",True
dark shale,"Dark shale is a fine-grained shale that is dark because it contains significant organic matter and that, in the Brazilian pre-salt, commonly occurs interbedded with coquinas in the Itapema Formation. In the Santos Basin, these black to dark shales are important mainly as source rocks and, locally, as sealing intervals such as the highly radioactive Jiquiá Member at the top of the Itapema Formation.",True
neobarremian,"Neobarremian is a chronostratigraphic interval that corresponds to the late part of the Barremian Stage in the Early Cretaceous. In the Brazilian pre-salt, it denotes the time span during which major subsalt reservoir rocks, especially those of the Itapema Formation and Barra Velha Formation, began to be deposited in lacustrine rift settings.",True
oceanic crust,"Oceanic crust is the mafic crustal domain that forms by seafloor spreading and accretion during continental breakup, marking the transition from rifting to a passive-margin drift stage. In the Brazilian Pre-Salt context, its generation records the onset of oceanic spreading, and the cooling of the newly formed crust drives the long-wavelength post-rift subsidence that controls basin evolution and reservoir burial.",True
sururu field,"Sururu Field is a Brazilian pre-salt oil field that is located on the Santos External High in the northern Santos Basin and contains Mid- to Late Aptian lacustrine carbonate reservoirs of the Lower Barra Velha Formation. Its reservoirs are dominantly fine-grained, mud-rich, low-permeability carbonates deposited on the crest of an NW-trending horst and compartmentalized by low-displacement normal faults and relay-ramp systems that create segmented structural highs and stratigraphic-structural traps.",True
carbonate mud,"Carbonate mud is a fine-grained carbonate sediment that occurs as matrix between larger grains or as discrete beds in Pre-Salt lacustrine carbonates. In the Brazilian Pre-Salt, it commonly consists of micritic calcite and may also include clay minerals, dolomite, and silica, typically showing massive to millimetric laminated fabrics and local diagenetic replacement.",True
reservoir architecture,"Reservoir architecture is a geological framework that describes the three-dimensional arrangement and connectivity of reservoir facies, stratigraphic surfaces, faults, and nonmatrix permeability features that control compartmentalization and fluid flow. In the Brazilian Pre-Salt, it is commonly analyzed at the scale of third-order sequences and is strongly influenced by depocenter geometry, facies distribution, fault juxtaposition against salt, and excess-permeability elements such as vugs, caves, fractures, and fault damage zones.",True
volcanism,"Volcanism is a geological process that involves the ascent, emplacement, and eruption of magma and associated gases at or near the Earth's surface. In the Brazilian Pre-Salt context, volcanism is important because syn-depositional eruptions and volcaniclastics can increase atmospheric CO2, contribute solutes to lacustrine waters, and help define rift-stage stratigraphic and paleoenvironmental conditions that influence carbonate deposition.",True
diagenetic alteration,"Diagenetic alteration is a post-depositional process that modifies the mineralogical, textural, and geochemical properties of carbonate sediments and rocks through fluid-rock interaction during shallow to deep burial. In the Brazilian Pre-Salt, it commonly includes dissolution, dolomitization, silicification, pressure solution and cementation, and may involve hydrothermal overprints linked to faults or reactive freshwater influxes. These changes can overprint primary depositional fabrics and geochemical signatures and strongly control reservoir porosity and permeability.",True
rift stage,"Rift stage is a tectono-stratigraphic stage that records active crustal extension, normal faulting, and mechanically driven differential subsidence during basin formation. In the Brazilian pre-salt context, it comprises structurally controlled deposition in grabens and half-grabens, typically including coarse siliciclastics, shales, and lacustrine carbonate deposits arranged as growth strata before the rift-transition and post-rift stages.",True
angular unconformity,"Angular unconformity is a stratigraphic unconformity that truncates older tilted or deformed strata and is overlain by younger beds with a different, commonly more subparallel, orientation. In the Brazilian Pre-Salt, it typically marks the mid-pre-salt or Pre-Alagoas surface, separating divergent syn-rift lower pre-salt reflections from subparallel upper pre-salt deposits; it is most evident on structural highs and may pass laterally into a correlative conformity over rift depocentres.",True
calcimudstone,"Calcimudstone is a fine-grained carbonate rock that consists predominantly of clay-grade calcite smaller than 0.004 mm. In the Brazilian Pre-Salt, it commonly occurs as dark micritic, massive to laminated laminae or beds, locally containing trace silt-size calcite, quartz, feldspar, and white mica and interlayered with calcisiltite and hybrid facies.",True
hydraulic flow unit,"Hydraulic flow unit is a reservoir subdivision that comprises a zone or rock volume with sufficiently similar petrophysical and pore-throat characteristics to exhibit comparable fluid-flow behavior. In Brazilian pre-salt carbonates, HFUs are used to cluster intervals with similar grain size, texture, cementation, porosity, and permeability, helping represent reservoir heterogeneity and quality.",True
neoproterozoic,"Neoproterozoic is the youngest era of the Proterozoic Eon that extends from about 1,000 to 541 million years ago. In the Brazilian pre-salt context, the term commonly refers to basement gneisses, fabrics, magmatism, and metamorphic-collisional events related to Brasiliano/Pan-African assembly, including deformation recorded broadly between about 650 and 490 Ma beneath and around the offshore basins.",True
chemical compaction,"Chemical compaction is a diagenetic compaction process that reduces pore space by pressure-solution of carbonate material at grain contacts and along stylolitic seams, followed by redistribution and cementation of the dissolved constituents. In Brazilian Pre-Salt lacustrine carbonates, it is mainly a mesodiagenetic process associated with stylolites and pore-filling calcite cements, which commonly diminishes primary porosity and permeability.",True
dawsonite,"Dawsonite is an accessory authigenic carbonate mineral that consists of sodium aluminum carbonate hydroxide and occurs in Brazilian Pre-Salt reservoirs as a sparse late-diagenetic phase associated with fluorite, barite/celestite, sulfides, goyazite, and dolomite. In Aptian lacustrine carbonates of the Santos and Campos basins, it is typically detected by XRD or EDS in trace to very minor amounts, commonly below 5 wt.%, as part of the accessory mineral paragenesis.",True
shallow lake,"Shallow lake is a lacustrine depositional environment that has low water depth relative to its areal extent, commonly producing a high area-to-depth ratio and, in Pre-Salt models, often corresponding to a hydrologically closed system strongly affected by evaporation and lake-level fluctuations. In the Brazilian Pre-Salt, especially the Barra Velha Formation, this term denotes the very shallow setting interpreted for parts of the reservoir interval, where saline to alkaline waters favored carbonate facies such as shrubs, spherulites, and intraclast grainstones rather than deposition in a large deep lake.",True
slope,"Slope is an inclined margin surface that connects a structural or depositional high to an adjacent lower area in a lacustrine carbonate system. In the Brazilian Pre-Salt, slopes are commonly imaged on seismic data as clinoforms and inclined reflectors along tilted fault blocks, ranging from low-angle dip slopes to steeper scarp slopes, and they may localize channels, collapse scars, and mass-transport deposits.",True
microfracture,"Microfracture is a small-scale brittle fracture that forms a narrow discontinuity within or across grains and carbonate fabrics at thin-section to micro-CT scale. In the Brazilian pre-salt carbonates, it commonly appears as isolated intragranular or fabric-cutting porosity, may be open, partially open, or cemented, and can locally increase permeability when microfractures are connected through the rock.",True
growth framework porosity,"Growth framework porosity is a primary fabric-selective pore type that occupies the spaces between carbonate shrubs, spherulites, and their branches within the original depositional growth framework. In Brazilian Pre-Salt shrubstone-dominated reservoirs, it is commonly enhanced by dissolution but may be partially to completely occluded by dolomite or silica cements; in reworked calcirudites, it commonly occurs within porous shrub clasts.",True
shallow marine environment,"Shallow marine environment is a depositional setting that develops in low-water-depth seawater, typically on shelves, ramps, or platform tops where waves, tides, evaporation, and periodic exposure strongly influence sedimentation. In the Brazilian Pre-Salt context, the term commonly refers to proposed transitional to marginal-marine conditions that may have succeeded shallow alkaline lacustrine systems and preceded widespread evaporite deposition.",True
wackstone,"Wackstone is a mud-supported carbonate facies that contains more than 10% grains, typically ostracod bioclasts and reworked fragments of shrubs, peloids, and spherulites, dispersed within a muddy matrix. In the Brazilian Pre-Salt, it is commonly fine grained, matrix supported, and either massive or plane-parallel laminated at core scale, with a finely laminated muddy matrix in thin section, and it commonly records low-energy intervals marking the return to more normal lacustrine conditions after stressful or storm-related events.",True
claystone,"Claystone is a fine-grained sedimentary rock that is composed predominantly of clay-sized particles and, in the Brazilian Pre-Salt, commonly corresponds to stevensitic Mg-claystone within lacustrine carbonate successions. It typically occurs as laminated to massive, locally spherulite-rich facies and may also be reworked as intraclasts or as a clay matrix in hybrid carbonate rocks. In Pre-Salt reservoirs, its pore system and reservoir quality are commonly modified by dolomitization, silicification, and matrix dissolution.",True
fascicular calcite crust,"Fascicular calcite crust is a lacustrine carbonate crust that consists of shrub-like, vertically to near-vertically growing fascicular-optic to radial-fibrous non-magnesian calcite aggregates encrusting the water-sediment interface. In the Brazilian Pre-Salt, it commonly forms laminated to palisade crusts interbedded with Mg-silicates, siliciclastic mud, or peloidal laminae and constitutes one of the main reservoir facies of the sag section. Its fibrous crystalline fabric is interpreted mainly as an abiotic chemical precipitate, although it is commonly modified by recrystallization, dolomitization, and silicification.",True
hybrid form,"Hybrid form is a transitional carbonate grain that combines morphological features of spherulites and crystal shrubs. In Brazilian pre-salt lacustrine carbonates, it typically has a spherical base, asymmetric cross-shaped figures under crossed polarized light, and elongate to branched growth perpendicular to bedding, reflecting precipitation under physicochemical conditions intermediate between low-energy spherulitic settings and more energetic, supersaturated shrubby settings.",True
hydrocarbon reservoir,"Hydrocarbon reservoir is a subsurface rock body that contains and transmits accumulated hydrocarbons because it has sufficient porosity, permeability, and trapping conditions. In the Brazilian Pre-Salt, these reservoirs are commonly lacustrine carbonate bodies whose quality and connectivity are strongly controlled by depositional facies, diagenetic alteration, fractures, vugs, and compartmentalization.",True
atafona formation,"Atafona Formation is a syn-rift lithostratigraphic unit of the lower Lagoa Feia Group that is composed mainly of lacustrine arenites and siltstones rich in ooids of stevensite, kerolite, and other syngenetic magnesian layer silicates deposited in alkaline lakes. In the northern Campos Basin, it belongs to the Syn-rift I succession together with the Cabiúnas and Itabapoana formations, and it is commonly difficult to distinguish from the Itabapoana Formation in seismic and well-log data.",True
cave,"Cave is a meter-scale karstic cavity that forms by dissolution in carbonate rock and creates open nonmatrix pore space. In the Brazilian Pre-Salt, caves are commonly recognized on borehole image logs as open cavities or borehole enlargements and are associated with severe to total drilling-fluid losses, very high permeability, and locally high production potential.",True
matrix dissolution,"Matrix dissolution is a diagenetic process that selectively removes the fine-grained carbonate or Mg-clay matrix from a rock. In Brazilian Pre-Salt lacustrine carbonates, it commonly affects syngenetic Mg-clay or micritic matrices, creating matrix-dissolution porosity between dolomite rhombs and calcite or spherulitic components and generating laminar to vugular pore networks that can improve reservoir quality.",True
tectonic quiescence,"Tectonic quiescence is a tectonic regime that is marked by relatively low fault activity and minimal structural reorganization during deposition. In the Brazilian Pre-Salt, it typically refers to the sag-phase setting in which structural highs and lows maintained broadly stable stacking patterns, although faults reaching the base of the salt show that this quiescence was relative rather than absolute.",True
paleohigh,"Paleohigh is a paleo-topographic high that remained relatively elevated during deposition, producing shallower bathymetry than adjacent flanks and basin lows. In the Brazilian Pre-Salt, especially in the Barra Velha Formation, paleohighs are reconstructed from seismic horizons and lithology-controlled paleobathymetry and commonly localize shrubstone-dominated facies with fringes of spherulitestone and locally reworked deposits.",True
camburi group,"Camburi Group is a lithostratigraphic group that comprises Albian to Cenomanian post-salt marine siliciclastic and carbonate deposits of the drift phase above the Ariri evaporites in the Santos Basin. In the Brazilian Pre-Salt framework, it forms part of the passive-margin succession overlying the regional salt seal and marks the marine stage established after deposition of the pre-salt lacustrine reservoirs.",True
laminated mudstone,"Laminated mudstone is a carbonate mudstone facies that displays fine to millimetric, commonly crinkly lamination formed by alternating calcitic-dolomitic mud layers with darker organic-rich, locally siliciclastic or dolomitic laminae. In the Brazilian pre-salt, especially the Barra Velha Formation, it commonly includes peloids or micropeloids, ostracods, local silica or chert laminae, and partial dolomitization, and it may preserve fenestral as well as intercrystalline-to-vugular or dissolution-related porosity.",True
itamambuca group,"Itamambuca Group is a stratigraphic group that forms the youngest, uppermost part of the drift-phase succession in the Santos Basin, deposited from the Danian to Recent in a marine setting. It records the final stage of post-rift basin deepening during Atlantic opening and is characterized by a prograding depositional system with well-developed slope clinoforms and basinward advance of the platform break, comprising siliciclastic and carbonate rocks above the pre-salt interval.",True
namibe basin,"Namibe Basin is a South Atlantic marginal sedimentary basin that developed on the southwest African margin during Early Cretaceous rifting and sag and forms part of the conjugate Santos–Namibe basin system. In pre-salt studies, it is important because it preserves Aptian lacustrine carbonate successions and associated diagenetic and hydrothermal records that are commonly compared with those of the Brazilian Santos Basin.",True
frade group,"Frade Group is a lithostratigraphic group that has been used locally for Lower Cretaceous continental to lacustrine deposits related to the syn-rift to early sag evolution of Brazil’s offshore marginal basins. In the context of Pre-Salt petroleum systems, it denotes strata that may include siliciclastic, coquina, and carbonate intervals associated with the buildup of the reservoir succession below the salt, although the term is less commonly used than Guaratiba Group or Lagoa Feia Group in regional studies.",False
holocene,"Holocene is a geologic epoch that extends from the end of the Pleistocene to the present and represents the most recent interval of Earth history. In Brazilian Pre-Salt carbonate studies, Holocene deposits such as microbial flats, stromatolites, coquinas, and travertines are commonly used as modern analogs to interpret lacustrine and spring-related facies and processes.",True
in situ facies,"In situ facies is a carbonate facies that forms essentially in place by the precipitation of calcite shrubs and/or spherulites within muddy sediment, rather than by grain transport and reworking. In the Brazilian pre-salt, it is composed of microcrystalline calcite and clay-rich mud mixed with fascicular calcite shrubs and calcite spherulites, and it is commonly classified by the dominant component, such as shrubby or spherulitic facies, in relatively low-energy lacustrine zones.",True
micropore,"Micropore is a submicron reservoir pore that, in Brazilian pre-salt carbonates, typically has a diameter of about 0.125 to 0.5 µm. It commonly occurs as dissolution-related intraparticle porosity within calcitic shrubs or as residual pore space between insoluble infillings in karst-modified cavities, and it is often associated with more intensely cemented, restricted pore systems.",True
silica precipitation,"Silica precipitation is a mineral-forming process that converts dissolved silica into authigenic chalcedony or quartz within pre-salt lacustrine carbonates, commonly as concordant layers, tabular to irregular bodies, or replacement of earlier Mg-clays and host carbonate fabrics. In the Brazilian Pre-Salt, it is commonly interpreted as penecontemporaneous with sedimentation or as early diagenetic (eogenetic/eodiagenetic), likely favored by freshening episodes and reduced lake alkalinity, although some disseminated silica formed during later diagenetic or hydrothermal stages.",True
lake tanganyika,"Lake Tanganyika is a modern rift lake that serves as an analogue for the Lower Cretaceous pre-salt lacustrine system because it occupies a similar latitudinal setting and contains well-studied carbonate and stromatolite development in half-graben basins. In Brazilian pre-salt studies, it is used to constrain palaeohydrologic and geochemical parameters and to estimate stromatolite occurrence depths, which are commonly reported at about 10 to 60 m below lake level.",True
abiotic precipitation,"Abiotic precipitation is a chemical mineral-formation process that precipitates carbonate directly from supersaturated waters without direct mediation by microbial activity. In the Brazilian Pre-Salt lacustrine system, it is associated with rapid precipitation from highly saturated solutions and can be promoted by CO2 loss during evaporation, as well as by changes in lake-water chemistry linked to magmatic CO2 input and hydrothermal activity.",True
biofilm,"Biofilm is a surface-attached microbial community that produces an organic matrix on sediment or carbonate substrates and influences mineral precipitation and the movement of sediment and pore fluids. In Brazilian Pre-Salt lacustrine carbonates, biofilms are interpreted to favor calcite and early dolomite nucleation, template spherulitic and lamellar textures, and locally prevent sediment from entering or cement from filling shrubby fabrics.",True
early aptian,"Early Aptian is a geologic time interval that denotes the initial part of the Aptian Stage of the Early Cretaceous and, in the Brazilian Pre-Salt, corresponds to the late-rift to sag transition marked by deposition of Itapema coquinas and organic-rich mudstones, with some correlations placing the onset of major South Atlantic evaporite deposition in this interval. In the Santos and Campos basins, it is associated with decreasing tectonic activity, increasing thermal subsidence, and strata deposited immediately before the Pre-Alagoas Unconformity and overlying salt-bearing succession.",True
uplift,"Uplift is a tectonic movement that raises a crustal block or structural high relative to adjacent areas. In the Brazilian pre-salt, uplift commonly affects fault footwalls or reactivated basement highs during rifting, reducing accommodation and inducing local lake-level retraction, erosion, and shallow-water carbonate deposition, thereby strongly controlling facies distribution and reservoir quality.",True
rift section,"Rift section is a tectonostratigraphic interval that records the active extensional phase of a basin, including syn-rift volcanic rocks and overlying fluvial-lacustrine sediments deposited before the post-rift carbonates and evaporites. In the Brazilian Pre-Salt, it is divided into Syn-rift I and II, with the former corresponding to the Camboriú volcanic basement and the latter containing Piçarras source rocks and carbonate reservoir facies such as bioclastic grainstones, rudstones, stevensitic ooidal arenites, and dolostones.",True
syn-rift phase,"Syn-rift phase is a tectono-stratigraphic stage that corresponds to active continental rifting, during which lithospheric stretching, normal faulting, and block rotation form grabens and half-grabens that govern deposition before continental breakup. In the Brazilian pre-salt, it is commonly subdivided into distinct rift phases and includes magmatic activity as well as the accumulation of volcanic rocks, organic-rich fluvial-lacustrine sediments, and early carbonate deposits such as those of the Camboriú, Piçarras, and Itapema formations.",True
continental rifting,"Continental rifting is a tectonic process that stretches and thins continental lithosphere to generate normal faults, half-grabens, and accommodation space before continental breakup. In the Brazilian Pre-Salt, especially in the Santos Basin, it began after deposition of the Camboriú Formation in the Hauterivian and controlled the development of isolated half-grabens, syn-rift stratigraphic sequences, and extensive lacustrine basins.",True
intraclastic deposit,"Intraclastic deposit is a reworked carbonate deposit that is composed predominantly of intraclasts eroded from earlier in situ lacustrine carbonates, especially spherulitic, fascicular shrub, shrubstone, and laminated facies, and redeposited within the pre-salt sag succession. In the Brazilian Pre-Salt, these deposits commonly record multicycle reworking, are frequently intercalated with in situ deposits, and may occur as intraclastic grainstones or rudstones that form important reservoir intervals.",True
structural domain,"Structural domain is a structural subdivision of a basin that is distinguished from adjacent areas by a coherent fault pattern, geometry, and deformation style. In the Brazilian pre-salt, structural domains commonly include horsts, grabens, half-grabens, or deep and shallow faulted sectors, and they control depocenter distribution, accommodation-zone development, sedimentary facies, reservoir quality, and fluid connectivity.",True
relay ramp,"Relay ramp is a fault-related transfer structure that forms between overlapping or stepping normal-fault segments to transfer displacement through an inclined intervening zone. In the Brazilian pre-salt, relay ramps are commonly associated with basement-controlled horst-graben architecture and accommodation zones, and their degree of preservation or rupture influences fault linkage, transverse fracturing and folding, and reservoir compartmentalization.",True
fracture zone,"Fracture zone is a structural rock domain that contains a concentrated network of fractures and therefore exhibits higher fracture intensity than the surrounding host rock. In the Brazilian Pre-Salt, fracture zones are commonly fault-related, occurring around major faults, near fault tips, or in soft-linkage areas between adjacent faults, where they strongly influence non-matrix porosity and fluid flow in carbonate reservoirs.",True
fluid flow,"Fluid flow is a reservoir transport process that describes the movement of fluids through the interconnected pore and fracture system of a rock in response to pressure gradients and fluid properties. In Brazilian pre-salt carbonates, it is mainly controlled by porosity, permeability, pore-throat geometry, mineralogy, texture, fractures, and stratigraphic heterogeneities, which can create vertical barriers and horizontal flow corridors and thereby govern production behavior.",True
paleotopography,"Paleotopography is a reconstructed topographic surface that represents the relief and water-depth configuration of the depositional substrate at a specific geologic time. In the Brazilian Pre-Salt, it is commonly derived from seismic horizons and paleo-bathymetric normalization and used as a boundary condition in stratigraphic simulations, while also controlling facies distribution, structural highs, and zones prone to subaerial exposure and non-matrix porosity development.",True
lithology,"Lithology is a rock-descriptive attribute that identifies a rock or reservoir interval by its mineral composition, texture, fabric, and internal structures. In the Brazilian Pre-Salt, lithology is used to distinguish carbonate types such as shrubstone, spherulstone, mudstone, calcarenite, and calcirudite, and it is commonly integrated with core, image logs, and conventional well logs because it strongly influences pore systems and reservoir quality.",True
meteoric water,"Meteoric water is a natural water that originates as atmospheric precipitation and, after runoff or infiltration, circulates as surface water or shallow groundwater. In Brazilian Pre-Salt lacustrine carbonate systems, it is typically more dilute and mildly acidic than lake water, so its influx can freshen the basin, lower salinity and alkalinity, and influence early diagenesis. After water-rock interaction, meteoric fluids may also become carbonate-saturated and feed fault-controlled spring or travertine systems.",True
drift super-sequence,"Drift super-sequence is a tectonostratigraphic super-sequence that records the passive-margin stage of basin evolution after the post-rift evaporitic interval, marked by Atlantic opening, thermal subsidence, and fully marine sedimentation. In the Brazilian Pre-Salt of the Santos Basin, it is represented mainly by shallow-marine platform carbonates of the Guarujá Formation and deeper-water sediments, including siliciclastics, of the Itanhaém Formation. This succession reflects the transition from restricted lacustrine and evaporitic systems to open-marine deposition, locally accompanied by platform drowning.",True
arid climate,"Arid climate is a climatic regime that is defined by evaporation exceeding precipitation (P < E), producing a net water deficit and evaporative concentration of lake waters. In the Brazilian Pre-Salt, this condition is linked to reduced fluvial input, commonly increased aeolian dust contribution, higher pH, and the precipitation of Mg-clays, spherulites, shrubs, and eventually evaporites such as the overlying salt sequences.",True
illite,"Illite is a potassium-rich non-expanding clay mineral that occurs in Brazilian Pre-Salt carbonates as a minor phyllosilicate constituent, commonly as discrete illite or interstratified illite/smectite. In the Santos Basin it is typically detected in low abundances by XRD and may represent detrital clay or burial-related transformation products of earlier clay minerals.",True
rift super-sequence,"Rift super-sequence is a tectono-stratigraphic super-sequence that groups the syn-rift deposits accumulated during active extensional faulting and fault-controlled lacustrine basin development in the Brazilian Pre-Salt. In the Santos Basin, it is mainly represented by the Camboriú, Piçarras, and Itapema formations, comprising basalts, continental siliciclastics, lacustrine coquinas, organic-rich shales, and locally talc-stevensite ooid-bearing intervals, with some interpretations also including the basal wedge of the Barra Velha Formation.",True
muddy spherulitestone,"Muddy spherulitestone is an in situ spherulitic carbonate facies that contains about 70–90% spherulites and mud, with rounded, well- to moderately sorted spherulite grains embedded in a muddy matrix or arranged in centimetric spherulite-rich layers interlaminated with mud. It commonly occurs as coarse- to fine-grained, loosely to densely packed frameworks in Mg-silicate or carbonate mud matrices, and densely packed layers may show interdigitated grain contacts and deformation of the spherulites.",True
passive-margin basin,"Passive-margin basin is a sedimentary basin that develops along a continental margin after rifting and continental breakup, with post-rift thermal subsidence controlling its drift-stage sedimentation. In the Brazilian pre-salt province, basins such as Santos and Campos evolved into passive-margin basins after the Early Cretaceous opening of the South Atlantic, accumulating Albian shallow-marine platform carbonates followed by deeper-water sediments.",True
thrombolite,"Thrombolite is a microbialite that exhibits a clotted, commonly cryptocrystalline internal fabric instead of the well-defined lamination typical of stromatolites. In the Aptian Brazilian pre-salt, thrombolites are rare in situ microbial carbonates and are classified by their structure alongside stromatolites, dendrolites, and leiolites.",True
tachyhydrite,"Tachyhydrite is a hydrated chloride evaporite mineral that is composed of calcium and magnesium chlorides and occurs locally within the Ariri Formation salt sequence of the Brazilian Pre-Salt. In the Santos Basin, it is a minor accessory evaporite associated with halite, anhydrite, carnallite, and sylvite, indicating highly concentrated brine conditions during Aptian salt deposition.",True
interparticle pore,"Interparticle pore is a pore space that occurs between adjacent grains, intraclasts, or other particles in a carbonate rock. In the Brazilian Pre-Salt, it is especially common in reworked facies such as calcirudites and calcarenites, where dissolution may enlarge it and bedding may organize it into stratified, concordant porosity. When these pores remain open and connected they commonly support high permeability, but they may also be partially or completely occluded by silica, dolomite, or anhydrite cement.",True
pore connectivity,"Pore connectivity is a petrophysical property that expresses the degree to which pores in a rock are interconnected to form continuous pathways for fluid flow. In Brazilian pre-salt carbonates, it is a key control on permeability because much of the connected network may reside in pores below CT-scan resolution, whereas dolomitization and silicification can generate closed or isolated pores that reduce connectivity.",True
fluorite,"Fluorite is a halide mineral that consists of calcium fluoride and, in Brazilian Pre-Salt carbonates, commonly occurs as a minor secondary phase replacing constituents and lining or filling pores, especially dissolution-enhanced pore margins. In the Santos Basin, its presence is typically interpreted as a product of hydrothermal alteration and localized hydrothermal fluid circulation affecting the carbonate reservoir.",True
intrusive igneous rock,"Intrusive igneous rock is an igneous rock that forms when magma is emplaced within pre-existing strata and crystallizes below the surface. In the Brazilian Pre-Salt, especially in the Mero/Libra area, these bodies are mainly Santonian/Campanian alkaline intrusions that may cut surrounding rocks or occur concordant with sedimentary layering, including near the top of the Barra Velha Formation. They are critical to reservoir characterization because they reduce effective reservoir volume, may act as flow barriers or fractured high-permeability intervals, and can induce hydrothermal alteration that commonly tightens adjacent carbonates.",True
magnesite,"Magnesite is a magnesium carbonate mineral (MgCO3) that occurs in the Brazilian Pre-Salt mainly as a secondary diagenetic phase replacing Mg-clays and filling shrinkage pores. In Aptian Santos Basin carbonates, it is typically found as lamellar aggregates in Mg-claystones with spherulites and tends to be more abundant where Mg-clay replacement is more intense.",True
intracrystalline porosity,"Intracrystalline porosity is a secondary pore type that develops within individual crystals or crystal interiors through partial dissolution of minerals such as calcite or dolomite. In Brazilian Pre-Salt carbonates, it commonly results from dissolution of pore-filling calcite cement, dolomite rhombs, or shrub and fascicular calcite fabrics, and it may provide measurable porosity even where little other petrographic pore space is visible.",True
santonian,"Santonian is a Late Cretaceous geologic age and chronostratigraphic stage that, in the Santos Basin context, designates Upper Cretaceous intervals and events recognized in postsalt reservoir successions and regional magmatism. In Brazilian pre-salt studies, the term is used both for Santonian-age postsalt turbiditic reservoirs and for a Santonian igneous phase that has been interpreted as spatially related to dolomitization in pre-salt carbonates.",True
accommodation zone,"Accommodation zone is a zone of distributed deformation that accommodates strain between poorly connected, overlapping, or unsuccessfully linked rift fault segments, commonly expressed by opposing dip domains and increasing bed dips. In the Brazilian Pre-Salt syn-rift, accommodation zones function as intrabasin transfer or bypass areas that segment structural domains and influence depocentre continuity, facies distribution, and reservoir quality in lacustrine carbonates.",True
berriasian,"Berriasian is a chronostratigraphic stage and geochronologic age that defines the earliest part of the Cretaceous Period. In the Brazilian Pre-Salt context, it refers to an early syn-rift interval that predates the main Barremian–Aptian deposition of the lacustrine carbonate reservoirs such as the Itapema and Barra Velha successions.",False
carbonate shale,"Carbonate shale is a fine-grained fissile sedimentary rock that contains a substantial carbonate component within laminated shale, typically deposited in low-energy deeper-water parts of a carbonate system. In the Brazilian Pre-Salt, it commonly becomes more abundant basinward from slope carbonates into basinal or profundal settings and generally behaves as a tight, nonreservoir to sealing facies that can compartmentalize adjacent carbonate reservoirs.",True
anticline,"Anticline is a structural fold that arches rock layers upward so that its flanks dip away from a hinge or axial zone. In the Brazilian Pre-Salt, anticlines commonly form elongated structural highs identifiable in seismic data and can influence facies distribution, fracture development, fluid migration, and hydrocarbon trapping.",True
lapa field,"Lapa Field is an offshore pre-salt petroleum field that is located in the central Santos Basin and contains a carbonate reservoir charged with good-quality light oil beneath the evaporite section. It was discovered by Petrobras in 2007 as the Carioca area, later renamed Lapa upon commercial declaration, and became the third pre-salt field to enter production in the Santos Basin.",True
asthenospheric uplift,"Asthenospheric uplift is a tectonic uplift that is driven by upwelling of the asthenospheric mantle and associated thermal anomaly beneath a thinning continental lithosphere. In the Brazilian Pre-Salt rift system, it refers to an early extensional-stage doming that accompanies lithospheric stretching, helps initiate fault-controlled depocenters and half-grabens, and may locally be linked to plume-related heating and CO2 degassing.",True
carbonate dissolution,"Carbonate dissolution is a diagenetic process that removes carbonate minerals from carbonate rocks through interaction with undersaturated or acidic fluids, generating secondary pores. In the Brazilian pre-salt, it commonly occurs during both eodiagenesis and mesodiagenesis, affecting features such as grainstones, shrubs, Mg-clays, and diagenetic minerals through meteoric exposure, tectonically controlled fluid flow, and locally hydrothermal CO2- or H2S-bearing fluids. Although it is the main mechanism for forming secondary porosity, its overall increase in pore volume and reservoir quality may be limited.",True
lake,"Lake is a continental standing body of water that occupies a tectonically controlled depression and forms the lacustrine depositional setting in which water depth, accommodation, hydrodynamics, and chemistry regulate sedimentation. In the Brazilian Pre-Salt, relative lake-level rises and falls mark phases of deepening and shallowing that strongly control the distribution of carbonate facies such as stromatolites, spherulitites, grainstones, and laminites.",True
depositional model,"Depositional model is a conceptual sedimentological framework that reconstructs the depositional environments, processes, and facies distribution responsible for a sedimentary succession. In Brazilian Pre-Salt carbonates, it commonly relates reservoir facies to variations in lake level and hydrodynamic energy, distinguishing shallow, reworked, higher-permeability facies such as intraclastic and oolitic grainstones from deeper, lower-energy lacustrine deposits and helping predict the distribution of high-quality reservoirs.",True
